#,Name,Name (Default Variant),Image,Icon,Source,Rarity Group,Reorderable,Buy Price (Bells),Buy Price (Medals),Sell Price (Re-Tail),Sell Price (Nooklings),Sell Price (Leila),Type,Size,Wall-Mounted,Surface,Placeable on Surfaces,Can Trash,Can Be Walked On,Interactivity,Animated,Sound,HHA Base Points,HHA Series,HHA Series Type,HHA Theme Challenge,Color 1,Color 2,When HHA Lucky,Fashion,Catalog Keyword,Consumable,Customizable,Customization Cost,Total Variant Count,Body Variant Count,Customizable Body Name,Pattern Variant Count,Customizable Pattern Name,Ore Variant Count,Customization Ores,Notes,Name (1.0),Name (English EU),Name (Japanese),Name (Spanish NA),Name (Spanish EU),Name (French NA),Name (French EU),Name (German),Name (Italian),Name (Korean),# (EN-EU),# (JP),# (ES-NA),# (ES-EU),# (FR-NA),# (FR-EU),# (GER),# (ITA),# (KOR),Version Added,Buy Price (Internal),Hex ID (1.0),Hex ID (1.4),Model Filename,New To Series,Name (GCN),Name (WW),Name (CF),Name (NH),Name (HHD),Name (PC)
1422,snowman bed,snowman bed,,,Snowboy,-,No,-,-,"8,888",-,-,Bed,2x1,No,No,No,,,Sleep,-,Sleep,88,snowman,Series,Fairy Tale,white,white,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,ゆきだるまベッド,cama nieve,cama nieve,lit Yétiti,lit Yétiti,Schneemannbett,letto neve,눈사람 침대,1422,1592,0333,0331,1004,1002,1337,0693,0245,1.0,35552,29C4,2A6E,int_snw_bedS,No,,,,,,snowman bed
1423,snowman chair,snowman chair,,,Snowboy,-,No,-,-,"8,888",-,-,Seat,1x1,No,No,No,,,Sit,-,Sit,88,snowman,Series,Fairy Tale,white,white,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,ゆきだるまチェア,silla nieve,silla nieve,chaise Yétiti,chaise Yétiti,Schneemannstuhl,sedia neve,눈사람 체어,1423,1587,1455,1455,0397,0396,1346,1231,0244,1.0,35552,29C7,2A71,int_snw_chairS,No,,,,,,snowman chair
1424,snowman clock,snowman clock,,,Snowboy,-,No,-,-,"8,888",-,-,Clock,1x1,Yes,No,No,,,,,,88,snowman,Series,Fairy Tale,white,white,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,ゆきだるまクロック,reloj nieve,reloj nieve,horloge Yétiti,horloge Yétiti,Schneemannuhr,orologio neve,눈사람 시계,1424,1584,1322,1322,0831,0829,1348,0891,0242,1.0,35552,29CC,2A76,int_snw_clockP,No,,,,,,-
1425,snowman dresser,snowman dresser,,,Snowboy,-,No,-,-,"8,888",-,-,Dresser,2x1,No,No,No,,,Storage,Press,Press,88,snowman,Series,Fairy Tale,white,white,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,ゆきだるまタンス,cómoda nieve,cómoda nieve,commode Yétiti,commode Yétiti,Schneemannkommode,comò neve,눈사람 서랍장,1425,1586,0485,0483,0511,0510,1340,0340,0240,1.0,35552,29C5,2A6F,int_snw_chestA,No,,,,,,-
1426,snowman fridge,snowman fridge,,,Snowboy,-,No,-,-,"8,888",-,-,Closet,1x1,No,No,No,,,Storage,Press,Press,88,snowman,Series,Fairy Tale,white,white,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,ゆきだるまれいぞうこ,nevera nieve,nevera nieve,frigo Yétiti,frigo Yétiti,Schneemannkühler,frigorifero neve,눈사람 냉장고,1426,1594,1124,1123,0713,0711,1341,0492,0237,1.0,35552,29CA,2A74,int_snw_freezer,No,,,,,,-
1427,snowman lamp,snowman lamp,,,Snowboy,-,No,-,-,"8,888",-,-,Light,1x1,No,No,No,,,Toggle,Light,Press,88,snowman,Series,Fairy Tale,white,white,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,ゆきだるまランプ,lámpara nieve,lámpara nieve,lampe Yétiti,lampe Yétiti,Schneemannlampe,lampada neve,눈사람 램프,1427,1593,0804,0804,0923,0921,1342,0603,0238,1.0,35552,29CD,2A77,int_snw_lamp,No,,,,,,snowman lamp
1428,snowman matryoshka,snowman matryoshka,,,Snowtyke,-,No,-,-,"2,000",-,-,-,2x1,No,No,Yes,,,,,,888,-,-,Fairy Tale / Toy Shop,white,white,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,ゆきだるマトリョーシカ,matrioska nieve,matrioska nieve,famille de neige,famille de neige,Schneemann-Familie,modello pupazzi neve,눈사람 마트로시카,1428,1590,0933,0930,0653,0651,1338,0811,0239,1.0,8000,2DB9,2E63,int_snw_matoryosika,Yes,,,,,snowman matryoshka,-
1429,snowman sofa,snowman sofa,,,Snowboy,-,No,-,-,"8,888",-,-,Seat,2x1,No,No,No,,,Sit,-,Sit,88,snowman,Series,Fairy Tale,white,white,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,ゆきだるまソファ,sofá nieve,sofá nieve,canapé Yétiti,canapé Yétiti,Schneemannsofa,sofà neve,눈사람 소파,1429,1585,1511,1510,0309,0307,1344,1357,0241,1.0,35552,29C8,2A72,int_snw_chairL,No,,,,,,snowman sofa
1430,snowman table,snowman table,,,Snowboy,-,No,-,-,"8,888",-,-,Table,2x2,No,Yes,No,,,,,,88,snowman,Series,Fairy Tale,white,white,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,ゆきだるまテーブル,mesa nieve,mesa nieve,table Yétiti,table Yétiti,Schneemanntisch,tavolo neve,눈사람 테이블,1430,1588,1007,1007,1572,1572,1347,1534,0246,1.0,35552,29C9,2A73,int_snw_tableL,No,,,,,,snowman table
1431,snowman TV,snowman TV,,,Snowboy,-,No,-,-,"8,888",-,-,-,2x1,No,No,No,,,,,,88,snowman,Series,Fairy Tale,white,yellow,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,ゆきだるまテレビ,tele nieve,tele nieve,télé Yétiti,télé Yétiti,Schneemannfernseher,TV neve,눈사람 TV,1431,1589,1617,1616,1632,1632,1339,1665,0236,1.0,35552,29CB,2A75,int_snw_tv,No,,,,,,-
1432,snowman vanity,snowman vanity,,,Snowboy,-,No,-,-,"8,888",-,-,-,1x1,No,No,No,,,,,,88,snowman,Series,Fairy Tale,white,white,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,ゆきだるまドレッサー,tocador nieve,tocador nieve,coiffeuse Yétiti,coiffeuse Yétiti,Schneemannspiegel,toletta neve,눈사람 화장대,1432,1591,1664,1662,0462,0461,1345,1599,0247,1.0,35552,29CE,2A78,int_snw_dresser,no,,,,,,snowman vanity
1433,snowman wardrobe,snowman wardrobe,,,Snowboy,-,No,-,-,"8,888",-,-,Closet,1x1,No,No,No,,,Storage,Press,Press,88,snowman,Series,Fairy Tale,white,white,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,ゆきだるまクロゼット,armario nieve,armario nieve,armoire Yétiti,armoire Yétiti,Schneemannschrank,armadio neve,눈사람 옷장,1433,1583,0079,0079,0061,0061,1343,0072,0243,1.0,35552,29C6,2A70,int_snw_chestB,No,,,,,,snowman wardrobe
1434,snowmobile,snowmobile,,,Snowman,-,No,-,-,900,-,-,-,2x1,No,No,No,,,,,,88,-,-,-,yellow,black,-,sporty,,No,No,-,1,1,-,1,-,-,-,,-,-,スノーモービル,moto de nieve,moto de nieve,scooter des neiges,scooter des neiges,Schneemobil,motoslitta,스노모빌,1434,0812,1109,1108,1392,1390,1350,0822,0811,1.0,3600,2DD4,2E7E,int_oth_snowmobile,Yes,,,,,snowmobile,snowmobile
1435,soccer goal,soccer goal,,,DLC,-,No,-,-,"3,000",-,-,-,3x2,No,No,No,,,,,,151,-,-,Toy Shop,white,gray,-,sporty,,No,No,-,1,1,-,1,-,-,-,,-,-,サッカーゴール,portería,portería,but de football,but de football,Fußballtor,porta da calcio,축구 골대,1435,0631,1243,1245,0242,0240,0440,1022,1264,1.4,12000,-,2FC9,int_oth_soccergoal,No,,,,soccer goal,soccer goal,soccer goal
1436,soda case,soda case,,,Nooklings,B,Yes,"1,800",-,450,360,-,-,1x1,No,No,No,,,,,,151,-,-,-,gray,colorful,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,ジュースケース,frigo para refrescos,frigo para refrescos,vitrine à sodas,vitrine à sodas,Getränkekühlschrank,frigo per snack,주스 냉장고,1436,0697,0661,0663,1719,1719,0477,0488,1203,1.0,1800,2C83,2D2D,int_oth_coldcase,Yes,,,,,soda case,-
1437,soda fountain,soda fountain,,,Nooklings,D,Yes,"2,400",-,600,480,-,-,1x1,No,No,No,,,,,,151,-,-,-,gray,colorful,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,ドリンクバー,fuente de refrescos,fuente de refrescos,fontaine à sodas,fontaine à sodas,Getränkespender,distributore bibite,드링크 바,1437,1085,0666,0668,0703,0701,0480,0413,0341,1.0,2400,2CB0,2D5A,int_frs_drink,Yes,,,,,soda fountain,-
1438,soft-drink display,soft-drink display,,,Nintendo Zone,-,No,-,-,711,568,-,-,2x1,No,No,No,,,,,,300,-,-,-,white,colorful,-,modern,,No,No,-,1,1,-,1,-,-,-,,-,-,ドリンクのちんれつだな,estantería bebidas,estantería bebidas,rayon boissons,rayon boissons,Getränkeregal,banco bibite,음료 진열대,1438,1084,0586,0584,1349,1347,0479,0127,1086,1.0,2844,2E21,2ECB,int_cvn_drink,Yes,,,,,soft-drink display,-
1439,soft-serve lamp,soft-serve lamp (Vanilla),,,Nooklings,C,Yes,"1,120",-,280,224,-,Light,1x1,No,No,No,,,Toggle,Light,Press,151,-,-,Fairy Tale,brown,white,-,iconic,,No,Yes,112,7,7,the ice-cream color,1,-,-,-,,-,-,ソフトクリームランプ,lámpara cono helado,lámpara cono helado,lampe cornet glace,lampe cornet glace,Softeis-Lampe,lampada cono gelato,소프트아이스크림 램프,1439,0852,0772,0772,0880,0878,1422,0578,0783,1.0,1120,2CB9,2D63,rmk_oth_softcreame,Yes,,,,soft-serve lamp,soft-serve lamp,soft-serve lamp
1440,songpyeon,songpyeon,,,Isabelle,-,No,-,-,300,-,-,-,1x1,No,No,Yes,,,,,,499,-,-,Harmonious,red,colorful,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,ソンピョン,plato de songpyeon,plato de songpyeon,plat de songpyeons,plat de songpyeons,Songpyeon-Teller,songpyeon,송편,1440,0856,1233,1234,1256,1254,1423,1374,0789,1.0,1200,2DCA,2E74,int_oth_sonpyon,Yes,,,,songpyeon,songpyeon,-
1441,sound mixer,sound mixer,,,Sprocket's RV,-,No,-,-,900,720,-,-,2x1,No,No,No,,,,,,151,-,-,-,black,black,-,modern,,No,No,-,1,1,-,1,-,-,-,,-,-,PAたく,mesa de sonido,mesa de sonido,table de mixage,table de mixage,Mischpult,mixer audio,사운드 믹서,1441,0035,0974,0973,1514,1514,0946,0794,0725,1.4,3600,-,2FA2,int_oth_pa,No,,,,,sound mixer,sound mixer
1442,spa chair,spa chair,,,Nooklings,C,Yes,600,-,150,120,-,-,2x1,No,No,No,,,,,,151,spa,Theme,Harmonious,aqua,aqua,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,おふろのイス,pila de taburetes,pila de taburetes,tas de tabourets,tas de tabourets,Hockerturm,pila di sgabelli,목욕탕 의자,1442,0257,1205,1208,1610,1610,0604,0988,0499,1.0,600,2B03,2BAD,int_bth_bathchair,No,,,,,,-
1443,space captain's seat,space captain's seat,,,Spotlight,-,Yes,"3,680",-,920,736,-,Seat,1x1,No,No,No,,,Sit,-,Sit,351,sci-fi,Theme,Sci-Fi / Toy Shop,red,beige,-,modern,,No,No,-,1,1,-,1,-,-,-,,-,-,キャプテンのイス,silla del capitán,silla del capitán,fauteuil capitaine,fauteuil capitaine,Pilotenstuhl,poltrona capitano,함장 의자,1443,0423,1423,1423,0657,0655,1097,1004,1643,1.0,3680,2DA7,2E51,int_sff_chairS01,Yes,,,,,space captain's seat,-
1444,space console,space console,,,Spotlight,-,Yes,"3,000",-,750,600,-,Clock,2x1,No,No,No,,,,,,351,sci-fi,Theme,Sci-Fi / Toy Shop,gray,colorful,-,modern,,No,No,-,1,1,-,1,-,-,-,,-,-,とけいつきけいき,cuadro de mandos,cuadro de mandos,radar de bord,radar de bord,Forschungskonsole,quadro comandi,시계 달린 계기판,1444,1055,0519,0517,1335,1333,0417,1053,0864,1.0,3000,2DA9,2E53,int_sff_clockD,Yes,,,,,space console,space console
1445,space heater,space heater,,,Nooklings,A,Yes,"1,700",-,425,340,-,-,1x1,No,No,No,,,,,,151,-,-,Sci-Fi,white,white,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,ストーブ,calefactor,calefactor,chauffage,chauffage,Heizgerät,stufetta bianca,스토브,1445,0794,0299,0297,0422,0421,0556,1423,0838,1.0,1700,2B99,2C43,int_oth_stove,No,,,,round space heater,,-
1446,space shuttle,space shuttle,,,Nooklings,C,Yes,"2,780",-,695,556,-,-,2x1,No,No,Yes,,,,,,151,space,Theme,Sci-Fi / Toy Shop,white,white,-,flashy,,No,No,-,1,1,-,1,-,-,-,,-,-,スペースシャトル,transbordador,transbordador,navette spatiale,navette spatiale,Raumfähre,shuttle,우주왕복선,1446,0820,1688,1687,1115,1113,1190,1324,1056,1.0,2780,2A63,2B0D,int_uvs_shuttle,No,,,,space shuttle,,space shuttle
1447,space station,space station,,,Nooklings,D,Yes,"2,800",-,700,560,-,-,2x2,No,No,No,,,,,,151,space,Theme,Sci-Fi / Toy Shop,gray,gray,-,flashy,,No,No,-,1,1,-,1,-,-,-,,-,-,うちゅうステーション,base espacial,base espacial,station spatiale,station spatiale,Raumstation,stazione lunare,우주 정거장,1447,0155,0172,0169,1450,1450,1192,1406,1054,1.0,2800,2A65,2B0F,int_uvs_station,No,,,,,,space station
1448,Spaceman Sam,Spaceman Sam,,,Nooklings,D,Yes,"2,800",-,700,560,-,-,1x1,No,No,No,,,,,,151,space,Theme,Sci-Fi / Toy Shop,white,white,-,flashy,,No,No,-,1,1,-,1,-,-,-,,-,-,うちゅうふく,traje espacial,traje espacial,spationaute,spationaute,Raumanzug,tuta spaziale,우주복,1448,0156,1687,1686,1442,1441,1189,1651,1055,1.0,2800,2A64,2B0E,int_uvs_spacesuit,No,,,,astronaut suit,,Spaceman Sam
1449,sparrow's nest,sparrow's nest,,,Campground Shop,-,No,-,-,300,240,-,-,1x1,Yes,No,No,,,,,,151,-,-,Rustic,gray,brown,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,つばめのす,nido de golondrina,nido de golondrina,nid d'hirondelles,nid d'hirondelles,Sperlingsnest,nido di passero,제비 둥지,1449,0994,1135,1136,1127,1125,1430,0841,1186,1.4,1200,-,2F26,int_oth_swallow,No,,,,,sparrow's nest,-
1450,speaker,speaker,,,Boris's RV,-,No,-,-,500,400,-,-,1x1,No,No,Yes,,,,,,151,-,-,-,black,gray,-,modern,,No,No,-,1,1,-,1,-,-,-,,-,-,スピーカー,bocina,altavoz,baffle,baffle,Lautsprecher,cassa acustica,스피커,1450,0815,0210,0019,0081,0081,0848,0261,0858,1.4,2000,-,2FC2,int_oth_speaker,No,,,,,speaker,speaker
1451,speed bag,speed bag,,,Nooklings,D,Yes,"2,990",-,747,597,-,-,1x1,No,No,No,,,,,,151,boxing,Theme,-,blue,gray,-,sporty,,No,No,-,1,1,-,1,-,-,-,,-,-,スピードバッグ,balón pera,balón pera,ballon vitesse,ballon vitesse,Maisbirne,punching ball,스피드백,1451,0816,0119,0116,0098,0098,0890,1050,0857,1.0,2990,2A7D,2B27,int_wrs_speedbag,No,,,,speed bag,,speed bag
1452,spherical radar,spherical radar,,,Spotlight,-,Yes,"3,000",-,750,600,-,-,2x2,No,No,No,,,,,,351,sci-fi,Theme,Sci-Fi / Toy Shop,aqua,black,-,modern,,No,No,-,1,1,-,1,-,-,-,,-,-,まるいレーダー,radar en 3D,radar en 3D,radar 3D,radar 3D,3D-Radarbild,radar 3D,둥근 레이더,1452,1486,1265,1268,1334,1332,0014,1060,0325,1.0,3000,2DAE,2E58,int_sff_radar,Yes,,,,,spherical radar,spherical radar
1453,Sphinx,Sphinx,,,Nooklings,B,Yes,"3,200",-,800,640,-,-,2x1,No,No,No,,,,,,151,-,-,Antique / Quirky,yellow,brown,-,historical,,No,No,-,1,1,-,1,-,-,-,,-,-,スフィンクス,esfinge,esfinge,sphinx,sphinx,Sphinx,sfinge,스핑크스,1453,0817,0560,0558,1444,1443,1431,1300,0859,1.0,3200,2B54,2BFE,int_oth_Sphinx,No,,,,sphinx,,-
1454,spiderweb clock,spiderweb clock,,,Nat,-,No,-,-,500,400,-,Clock,1x1,Yes,No,No,,,,,,651,insect,Set,Toy Shop / Quirky,gray,black,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,クモのすどけい,reloj telaraña,reloj telaraña,horloge arachno,horloge arachno,Spinnennetz-Uhr,orologio ragnatela,거미줄 시계,1454,0479,1344,1344,0779,0777,1440,0897,0083,1.0,2000,2CD7,2D81,int_isc_clockP,Yes,,,,,spiderweb clock,-
1455,spinning wheel,spinning wheel,,,Nooklings,D,Yes,"2,200",-,550,440,-,-,1x1,No,No,No,,,,,,151,-,-,Rustic / Quirky,brown,brown,-,historical,,No,No,-,1,1,-,1,-,-,-,,-,-,いとぐるま,rueca,rueca,rouet,rouet,Spinnrad,arcolaio,물레,1455,0132,1374,1373,1370,1369,1441,0041,0512,1.0,2200,2C55,2CFF,int_oth_spinning,Yes,,,,spinning wheel,spinning wheel,spinning wheel
1456,Splatoon spawn point,Splatoon spawn point (Orange),,,Inkwell's RV,-,No,-,-,"3,000",-,-,-,2x2,No,No,No,,,,,,300,-,-,Toy Shop,orange,gray,-,rock 'n' roll,,No,Yes,1200,8,8,the ink color,1,-,-,-,,-,-,スタートちてん,punto base Splatoon,punto base Splatoon,point de déploiement,point de déploiement,Startpunkt,base Splatoon,스타트 지점,1456,0785,1259,1262,1275,1273,1459,0151,0832,1.4,12000,-,304C,rmk_spl_respawn,Yes,,,,,,-
1457,Splatoon tower,Splatoon tower,,,Inkwell's RV,-,No,-,-,"3,000",-,-,-,2x2,No,No,No,,,,,,300,-,-,Toy Shop,black,black,-,rock 'n' roll,,No,No,-,1,1,-,1,-,-,-,,-,-,ガチヤグラ,Torre Cromópolis,torreta Cromópolis,kiosque mobile,stand mobile,Inkopolis-Turm,torre Coloropoli,가치야구라,1457,0326,1673,1677,0853,1447,0642,1610,0064,1.4,12000,-,3046,int_spl_yagura,Yes,,,,,,-
1458,Splattershot,Splattershot (Orange),,,Inkwell's RV,-,No,-,-,"3,000",-,-,-,1x1,No,No,Yes,,,,,,300,-,-,Toy Shop,green,orange,-,rock 'n' roll,,No,Yes,1200,8,8,the ink color,1,-,-,-,,-,-,スプラシューターコラボ,rociador Tentáctica,Lanzatintas B,Liquéficateur Tenta.,Liquidateur griffé,Tentatek-Kleckser,splasher logo,스플래슈터 컬래버레이션,1458,0818,1366,0829,0948,0946,1553,1386,0856,1.4,12000,-,3049,rmk_spl_collabo,Yes,,,,,,splattershot
1459,spooky bed,spooky bed,,,Nooklings,-,Yes,"4,124",-,"1,031",824,-,Bed,2x1,No,No,No,,,Sleep,-,Sleep,451,spooky,Series,Quirky,orange,purple,-,flashy,,No,No,-,1,1,-,1,-,-,-,,-,-,ハロウィンベッド,cama calabaza,cama calabaza,lit Halloween,lit Halloween,Kürbisbett,letto brividi,할로윈 침대,1459,1254,0305,0303,0974,0972,0816,0666,1637,1.0,4124,29F0,2A9A,int_hwn_bedS,No,,,,-,,-
1460,spooky bookcase,spooky bookcase,,,Nooklings,-,Yes,"4,124",-,"1,031",824,-,-,2x1,No,No,No,,,,,,451,spooky,Series,Quirky,orange,orange,-,flashy,,No,No,-,1,1,-,1,-,-,-,,-,-,ハロウィンラック,librería calabaza,librería calabaza,étagère Halloween,étagère Halloween,Kürbisregal,libreria brividi,할로윈 수납 선반,1460,1255,0852,0850,0630,0627,0820,0715,1633,1.0,4124,29F7,2AA1,int_hwn_bookshelf,No,,,,-,,-
1461,spooky chair,spooky chair,,,Nooklings,-,Yes,"4,124",-,"1,031",824,-,Seat,1x1,No,No,No,,,Sit,-,Sit,451,spooky,Series,Quirky,orange,orange,-,flashy,,No,No,-,1,1,-,1,-,-,-,,-,-,ハロウィンチェア,silla calabaza,silla calabaza,chaise Halloween,chaise Halloween,Kürbisstuhl,sedia brividi,할로윈 체어,1461,1251,1406,1405,0369,0368,0824,1187,1636,1.0,4124,29F4,2A9E,int_hwn_chairS,No,,,,-,,-
1462,spooky clock,spooky clock,,,Nooklings,-,Yes,"4,124",-,"1,031",824,-,Clock,1x1,No,No,No,,,,,,451,spooky,Series,Quirky,orange,orange,-,flashy,,No,No,-,1,1,-,1,-,-,-,,-,-,ハロウィンクロック,reloj calabaza,reloj calabaza,cadran Halloween,cadran Halloween,Kürbisuhr,orologio brividi,할로윈 시계,1462,1248,1293,1293,0252,0250,0826,0864,1634,1.0,4124,29F8,2AA2,int_hwn_clockN,No,,,,-,,-
1463,spooky dresser,spooky dresser,,,Nooklings,-,Yes,"4,124",-,"1,031",824,-,Dresser,2x1,No,No,No,,,Storage,Press,Press,451,spooky,Series,Quirky,orange,orange,-,flashy,,No,No,-,1,1,-,1,-,-,-,,-,-,ハロウィンタンス,cómoda calabaza,cómoda calabaza,buffet Halloween,buffet Halloween,Kürbiskommode,comò brividi,할로윈 서랍장,1463,1250,0462,0460,0221,0219,0817,0319,1631,1.0,4124,29F1,2A9B,int_hwn_chestA,No,,,,-,,-
1464,spooky lamp,spooky lamp,,,Nooklings,-,Yes,"4,124",-,"1,031",824,-,Light,1x1,No,No,No,,,Toggle,Light,Press,451,spooky,Series,Quirky,orange,orange,-,flashy,,No,No,-,1,1,-,1,-,-,-,,-,-,ハロウィンランプ,lámpara calabaza,lámpara calabaza,lampe Halloween,lampe Halloween,Kürbislampe,lampada brividi,할로윈 램프,1464,1256,0767,0767,0891,0889,0819,0574,1629,1.0,4124,29F9,2AA3,int_hwn_lamp,No,,,,-,,-
1465,spooky sofa,spooky sofa,,,Nooklings,-,Yes,"4,124",-,"1,031",824,-,Seat,2x1,No,No,No,,,Sit,-,Sit,451,spooky,Series,Quirky,orange,orange,-,flashy,,No,No,-,1,1,-,1,-,-,-,,-,-,ハロウィンソファ,sofá calabaza,sofá calabaza,sofa Halloween,sofa Halloween,Kürbissofa,sofà brividi,할로윈 소파,1465,1249,1491,1491,1435,1434,0822,1334,1632,1.0,4124,29F3,2A9D,int_hwn_chairL,No,,,,-,,-
1466,spooky table,spooky table,,,Nooklings,-,Yes,"4,124",-,"1,031",824,-,Table,2x2,No,Yes,No,,,,,,451,spooky,Series,Quirky,orange,purple,-,flashy,,No,No,-,1,1,-,1,-,-,-,,-,-,ハロウィンテーブル,mesa calabaza,mesa calabaza,table Halloween,table Halloween,Kürbistisch,tavolo brividi,할로윈 테이블,1466,1252,0948,0947,1535,1535,0825,1489,1638,1.0,4124,29F5,2A9F,int_hwn_tableL,No,,,,-,,-
1467,spooky vanity,spooky vanity,,,Nooklings,-,Yes,"4,124",-,"1,031",824,-,-,1x1,No,No,No,,,,,,451,spooky,Series,Quirky,orange,orange,-,flashy,,No,No,-,1,1,-,1,-,-,-,,-,-,ハロウィンドレッサー,tocador calabaza,tocador calabaza,coiffeuse Halloween,coiffeuse Halloween,Kürbisspiegel,toletta brividi,할로윈 화장대,1467,1253,1653,1651,0452,0451,0823,1591,1639,1.0,4124,29F6,2AA0,int_hwn_dresser,No,,,,-,,-
1468,spooky wall lamp,spooky wall lamp,,,Nooklings,-,Yes,"4,124",-,"1,031",824,-,Light,1x1,Yes,No,No,,,Toggle,Light,Press,451,spooky,Series,Quirky,orange,orange,-,flashy,,No,No,-,1,1,-,1,-,-,-,,-,-,ハロウィンかべかけランプ,lámp. pared calabaza,lámp. pared calabaza,lampe mur Halloween,lampe mur Halloween,Kürbiswandlampe,lampada muro brividi,할로윈 벽걸이 램프,1468,1246,0763,0763,0899,0897,0827,0602,1630,1.0,4124,29FA,2AA4,int_hwn_lamp_wall,Yes,,,,-,spooky wall lamp,-
1469,spooky wardrobe,spooky wardrobe,,,Nooklings,-,Yes,"4,124",-,"1,031",824,-,Closet,1x1,No,No,No,,,Storage,Press,Press,451,spooky,Series,Quirky,orange,orange,-,flashy,,No,No,-,1,1,-,1,-,-,-,,-,-,ハロウィンクロゼット,armario calabaza,armario calabaza,bahut Halloween,bahut Halloween,Kürbisschrank,armadio brividi,할로윈 옷장,1469,1247,0053,0053,0083,0083,0821,0051,1635,1.0,4124,29F2,2A9C,int_hwn_chestB,No,,,,-,,-
1470,sports car,sports car (Red),,,Ike's RV,-,No,-,-,"4,000","3,200",-,-,3x2,No,No,No,,,,,,151,-,-,Fairy Tale / Toy Shop,red,yellow,-,modern,,No,Yes,1600,5,5,the theme color,1,-,-,-,,-,-,スポーツカー,auto deportivo,coche deportivo,voiture de sport,voiture de sport,Cabrio,auto sportiva,스포츠카,1470,0821,0113,0432,1732,1732,0222,0108,0852,1.4,16000,-,2FDA,rmk_car_spt,No,,,,,sports car,sports car
1471,sprinkler,sprinkler,,,Nooklings,B,Yes,"1,640",-,410,328,-,-,1x1,No,No,No,,,,,,151,mossy garden,Theme,-,yellow,yellow,-,sporty,,No,No,-,1,1,-,1,-,-,-,,-,-,スプリンクラー,aspersor,aspersor,arroseur,arroseur,Rasensprenger,irroratore,스프링쿨러,1471,0819,0102,0102,0065,0065,1184,0542,0855,1.0,1640,2A8B,2B35,int_gdn_sprinkler,No,,,,,,sprinkler
1472,sprout table,sprout table,,,DLC,-,Yes,"4,120",-,"1,030",824,-,Table,2x1,No,Yes,No,,,,,,300,-,-,Rustic,green,green,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,ふたばテーブル,mesa brote,mesa brote,table germe,table germe,Keimlingtisch,tavolino germoglio,떡잎 테이블,1472,1352,0946,0945,1533,1533,0710,1468,0347,1.0,4120,2E11,2EBB,int_mon_03,Yes,,,,,sprout table,-
1473,square minitable,square minitable (Light wood),,,Huck's RV,-,No,-,-,400,320,-,Table,1x1,No,Yes,No,,,,,,151,-,-,-,beige,black,-,basic,,No,Yes,160,5,5,the countertop color,1,-,-,-,,-,-,しかくいミニテーブル,mesa restaurante,mesa restaurante,mini-table carrée,mini-table carrée,Holzbeistelltisch,tavolino quadrato,사각 미니 테이블,1473,0650,1022,1021,1092,1091,0610,1478,0713,1.4,1600,-,2F79,rmk_fod_tableS,No,,,,,square minitable,square minitable
1474,squid bumper,squid bumper (Yellow),,,Inkwell's RV,-,No,-,-,"3,000",-,-,-,1x1,No,No,No,,,,,,300,-,-,Toy Shop,yellow,gray,-,rock 'n' roll,,No,Yes,1200,8,8,the body color,1,-,-,-,,-,-,イカバンカー,calamar inflable,calamar hinchable,obstacle gonflable,obstacle gonflable,Aufblas-Tintenfisch,calamaro gonfiabile,오징어 범퍼,1474,0122,0294,0292,1131,1129,0074,0215,1025,1.4,12000,-,3047,rmk_spl_bunker,Yes,,,,,,-
1475,squid chair,squid chair,,,Chip,-,No,-,-,600,480,-,Seat,1x1,No,No,No,,,Sit,-,Sit,651,fish,Set,Toy Shop,white,white,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,イカすチェア,silla calamar,silla calamar,chaise calmar,chaise calmar,Tintenfischstuhl,sedia calamaro,오징어 체어,1475,0121,1407,1406,0343,0342,1558,1188,1026,1.0,2400,2CE2,2D8C,int_fis_chairS,Yes,,,,,squid chair,-
