Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Exchange Price,Exchange Currency,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Lighting Type,Door Deco,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
pretty cosmos wreath,,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,1200,Pink,Orange,NA,NA,1x1,Crafting,,NA,NA,103,fancy,nature,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathCosmosMix,NA,5745,N8e9ZMKmQqmtj7wwS
pretty tulip wreath,,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,2400,Pink,Orange,NA,NA,1x1,Crafting,,NA,NA,103,fancy,nature,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathTulipMix,NA,5751,soJ9BExbzhRvsgzmC
purple hyacinth wreath,,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,4800,Purple,Purple,NA,NA,1x1,Crafting,,NA,NA,103,fancy,nature,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathHyacinthRare,NA,5769,vQH4yRjopNyEpX5oz
raccoon wall clock,,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,NFS,850,Brown,Purple,80,Nook Points,1x1,NookLink,Mailed to players once ordered from NookLink within the Nintendo Switch Online app,NA,NA,431,living room,None,None,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,2.0.0,Yes,FtrNookClockWall,NA,14567,hPHFBqGkfCR6vGXJg
retro radiator,,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,1300,325,White,White,1200,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Winter (shopping),No,151,living room,school,None,None,AC,No,Heating,No,No lighting,No,For sale,1.0.0,Yes,FtrCentralheating,NA,4028,jxkFyWpRK3mm8fAsk
rose wreath,,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,720,Red,Yellow,NA,NA,1x1,Crafting,,NA,NA,103,fancy,nature,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathRose,NA,5437,8A2koBPGhgntm4SKp
Sagittarius arrow,,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,21750,Brown,Yellow,NA,NA,1x1,Crafting,,Sagittarius,Yes,301,expensive,None,stars,None,None,No,Toy,No,No lighting,No,Not for sale,1.0.0,Yes,FtrZodiacSagittarius,NA,5958,YNvaFozsLz7EZQmZK
set of stockings,,Colorful,Style,NA,NA,No,No,No,NA,NA,None,1000,2000,500,Colorful,Colorful,1800,Poki,2x1,Nook's Cranny,,Toy Day (weeks before); Toy Day (days before); Toy Day; Toy Day (day after),Yes,151,child's room,fancy,None,None,None,No,Supplies,No,No lighting,No,For sale,1.6.0,Yes,FtrCrsSocksWallColor_Remake_0_0,0_0,13930,9vaGZG2h8vAtf2WCv
set of stockings,,Cute,Style,NA,NA,No,No,No,NA,NA,None,1000,2000,500,Pink,White,1800,Poki,2x1,Nook's Cranny,,Toy Day (weeks before); Toy Day (days before); Toy Day; Toy Day (day after),Yes,151,child's room,fancy,None,None,None,No,Supplies,No,No lighting,No,For sale,1.6.0,Yes,FtrCrsSocksWallColor_Remake_1_0,1_0,13930,b7oCe2iGT2etym9b2
set of stockings,,Cool,Style,NA,NA,No,No,No,NA,NA,None,1000,2000,500,Blue,Aqua,1800,Poki,2x1,Nook's Cranny,,Toy Day (weeks before); Toy Day (days before); Toy Day; Toy Day (day after),Yes,151,child's room,fancy,None,None,None,No,Supplies,No,No lighting,No,For sale,1.6.0,Yes,FtrCrsSocksWallColor_Remake_2_0,2_0,13930,ckow359NjA38Yoo4h
set of stockings,,Chic,Style,NA,NA,No,No,No,NA,NA,None,1000,2000,500,Gray,Blue,1800,Poki,2x1,Nook's Cranny,,Toy Day (weeks before); Toy Day (days before); Toy Day; Toy Day (day after),Yes,151,child's room,fancy,None,None,None,No,Supplies,No,No lighting,No,For sale,1.6.0,Yes,FtrCrsSocksWallColor_Remake_3_0,3_0,13930,TLqocS7nFZcPergCJ
set of stockings,,Elegant,Style,NA,NA,No,No,No,NA,NA,None,1000,2000,500,Red,White,1800,Poki,2x1,Nook's Cranny,,Toy Day (weeks before); Toy Day (days before); Toy Day; Toy Day (day after),Yes,151,child's room,fancy,None,None,None,No,Supplies,No,No lighting,No,For sale,1.6.0,Yes,FtrCrsSocksWallColor_Remake_4_0,4_0,13930,Fdbg9xYDyWm6Y5ny4
set of stockings,,Natural,Style,NA,NA,No,No,No,NA,NA,None,1000,2000,500,Gray,Beige,1800,Poki,2x1,Nook's Cranny,,Toy Day (weeks before); Toy Day (days before); Toy Day; Toy Day (day after),Yes,151,child's room,fancy,None,None,None,No,Supplies,No,No lighting,No,For sale,1.6.0,Yes,FtrCrsSocksWallColor_Remake_5_0,5_0,13930,xxrbzsGMTkQEvLgJu
shamrock doorplate,,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,1200,300,Green,Beige,NA,NA,1x1,Nook Shopping Seasonal,,Shamrock Day,Yes,201,fancy,None,None,None,None,No,House Door Decor,No,No lighting,Yes,Seasonal,1.8.0,Yes,FtrDoorOrnamentShamrock,NA,14031,9rRA8JrbMKyv7Avy2
shell wreath,,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,4720,White,Beige,NA,NA,1x1,Crafting,,summer shells,Yes,103,ocean,None,shell,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathShell,NA,4376,dmrgb5T2CzNo9LbJh
ship-wheel door decoration,,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,1300,325,Brown,Yellow,NA,NA,1x1,Nook Shopping Seasonal,,Marine Day,Yes,201,ocean,None,None,None,None,No,House Door Decor,No,No lighting,Yes,Seasonal,1.10.0,Yes,FtrDoorOrnamentRudder,NA,14358,n59yHNd3q2s7GcZJK
shower set,,Silver,Color,NA,NA,No,No,No,NA,NA,None,1000,1800,450,Gray,Black,1600,Poki,1x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,bathroom,public bath,None,None,None,Yes,Bathtub,No,No lighting,No,For sale,1.0.0,Yes,FtrShowerWall_Remake_0_0,0_0,4017,Jn5uASafvsFYBZHY3
shower set,,Gold,Color,NA,NA,No,No,No,NA,NA,None,1000,1800,450,Yellow,Yellow,1600,Poki,1x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,bathroom,public bath,None,None,None,Yes,Bathtub,No,No lighting,No,For sale,1.0.0,Yes,FtrShowerWall_Remake_1_0,1_0,4017,S9RSMCoy4WMGmTksX
shower set,,Copper,Color,NA,NA,No,No,No,NA,NA,None,1000,1800,450,Brown,Brown,1600,Poki,1x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,bathroom,public bath,None,None,None,Yes,Bathtub,No,No lighting,No,For sale,1.0.0,Yes,FtrShowerWall_Remake_2_0,2_0,4017,QLiKg4CXKeHL9WYtM
shower set,,Black,Color,NA,NA,No,No,No,NA,NA,None,1000,1800,450,Black,Black,1600,Poki,1x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,bathroom,public bath,None,None,None,Yes,Bathtub,No,No lighting,No,For sale,1.0.0,Yes,FtrShowerWall_Remake_3_0,3_0,4017,NqphvjGrmZctJwMSG
silver HHA plaque,,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,NFS,425,Brown,Gray,NA,NA,1x1,HHA,,NA,NA,573,living room,expensive,None,None,None,No,Seasonal Decor,No,No lighting,No,Not for sale,1.0.0,Yes,FtrShieldHhaSilver,NA,7036,SKzYP8NzT7z9w9dwY
simple wall shelf,,Natural,Color,NA,NA,No,No,No,NA,NA,None,1000,860,215,Beige,Beige,770,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,simple,None,None,No,Chest,No,No lighting,No,For sale,2.0.0,Yes,FtrSimpleShelfWall_Remake_0_0,0_0,12997,NJMuguRvqS6fyLQgJ
simple wall shelf,,Brown,Color,NA,NA,No,No,No,NA,NA,None,1000,860,215,Brown,Brown,770,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,simple,None,None,No,Chest,No,No lighting,No,For sale,2.0.0,Yes,FtrSimpleShelfWall_Remake_1_0,1_0,12997,5ykFBnnCdTBZjBRA7
simple wall shelf,,White,Color,NA,NA,No,No,No,NA,NA,None,1000,860,215,White,White,770,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,simple,None,None,No,Chest,No,No lighting,No,For sale,2.0.0,Yes,FtrSimpleShelfWall_Remake_2_0,2_0,12997,KB3a8svXCm9WdFyiv
simple wall shelf,,Pink,Color,NA,NA,No,No,No,NA,NA,None,1000,860,215,Pink,Pink,770,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,simple,None,None,No,Chest,No,No lighting,No,For sale,2.0.0,Yes,FtrSimpleShelfWall_Remake_3_0,3_0,12997,3nGyz4D7HaPr47oTe
simple wall shelf,,Yellow,Color,NA,NA,No,No,No,NA,NA,None,1000,860,215,Yellow,Yellow,770,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,simple,None,None,No,Chest,No,No lighting,No,For sale,2.0.0,Yes,FtrSimpleShelfWall_Remake_4_0,4_0,12997,CrFX8rBq9hCeBAGme
simple wall shelf,,Green,Color,NA,NA,No,No,No,NA,NA,None,1000,860,215,Green,Green,770,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,simple,None,None,No,Chest,No,No lighting,No,For sale,2.0.0,Yes,FtrSimpleShelfWall_Remake_5_0,5_0,12997,k9oga69Sv58bEbBsQ
simple wall shelf,,Blue,Color,NA,NA,No,No,No,NA,NA,None,1000,860,215,Aqua,Aqua,770,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,simple,None,None,No,Chest,No,No lighting,No,For sale,2.0.0,Yes,FtrSimpleShelfWall_Remake_6_0,6_0,12997,uLfCtf6q2CPWYP2dj
simple wall shelf,,Purple,Color,NA,NA,No,No,No,NA,NA,None,1000,860,215,Purple,Purple,770,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,simple,None,None,No,Chest,No,No lighting,No,For sale,2.0.0,Yes,FtrSimpleShelfWall_Remake_7_0,7_0,12997,Yyf6rgDjqFyJhJ4AD
skateboard wall rack,,Simple,Style,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1425,Beige,Brown,NA,NA,1x1.5,Crafting,,NA,NA,103,child's room,sports,None,None,None,No,Sports,No,No lighting,No,Not for sale,2.0.0,Yes,FtrSkateboardWall_Remake_0_0,0_0,13580,NFabbCrXoPiQHENgk
skateboard wall rack,,Pop,Style,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1425,Colorful,Brown,NA,NA,1x1.5,Crafting,,NA,NA,103,child's room,sports,None,None,None,No,Sports,No,No lighting,No,Not for sale,2.0.0,Yes,FtrSkateboardWall_Remake_1_0,1_0,13580,pSKZjHXFSH4T2zppc
skateboard wall rack,,Pastel,Style,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1425,Pink,Yellow,NA,NA,1x1.5,Crafting,,NA,NA,103,child's room,sports,None,None,None,No,Sports,No,No lighting,No,Not for sale,2.0.0,Yes,FtrSkateboardWall_Remake_2_0,2_0,13580,kEk7hERTFcGbp78Wt
skateboard wall rack,,Cool,Style,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1425,Black,Gray,NA,NA,1x1.5,Crafting,,NA,NA,103,child's room,sports,None,None,None,No,Sports,No,No lighting,No,Not for sale,2.0.0,Yes,FtrSkateboardWall_Remake_3_0,3_0,13580,MxLjjRjTqtZHHHtzq
skateboard wall rack,,Damaged,Style,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1425,Brown,Beige,NA,NA,1x1.5,Crafting,,NA,NA,103,child's room,sports,None,None,None,No,Sports,No,No lighting,No,Not for sale,2.0.0,Yes,FtrSkateboardWall_Remake_4_0,4_0,13580,qYRY9pfDo7eXu99J6
skull doorplate,,Brown,Color,NA,NA,No,No,No,NA,NA,None,1000,540,135,Beige,Brown,490,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,horror,None,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorPlateSkull_Remake_0_0,0_0,4738,SSNsa9u4Mx9o6MXPL
skull doorplate,,White,Color,NA,NA,No,No,No,NA,NA,None,1000,540,135,White,Red,490,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,horror,None,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorPlateSkull_Remake_1_0,1_0,4738,Bo5vASB3d9iGQwk6C
snazzy pansy wreath,,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,1200,Red,Blue,NA,NA,1x1,Crafting,,NA,NA,103,fancy,nature,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathPansyMix,NA,5748,hDZETp4cwqfgSeQ9c
snowflake wreath,,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,1600,Aqua,White,NA,NA,1x1,Crafting,,snowflakes,Yes,201,freezing cold,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathIce,NA,4375,3qG6tze7DpgvtKtq2
spider doorplate,,Black,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Black,Green,NA,NA,1x1,Flick,,Bug-Off (1); Bug-Off (2); Bug-Off (3); Bug-Off (4),Yes,501,child's room,horror,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentPlateInsect_Remake_0_0,0_0,5310,97PqJgCNW7WQfCe9M
spider doorplate,,Yellow,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Yellow,Purple,NA,NA,1x1,Flick,,Bug-Off (1); Bug-Off (2); Bug-Off (3); Bug-Off (4),Yes,501,child's room,horror,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentPlateInsect_Remake_1_0,1_0,5310,BNvqbRNwWuhazaeg4
spider doorplate,,Green,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Green,Red,NA,NA,1x1,Flick,,Bug-Off (1); Bug-Off (2); Bug-Off (3); Bug-Off (4),Yes,501,child's room,horror,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentPlateInsect_Remake_2_0,2_0,5310,3pEQ9cD93Bhx4Q7z4
spider doorplate,,Pink,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Pink,Aqua,NA,NA,1x1,Flick,,Bug-Off (1); Bug-Off (2); Bug-Off (3); Bug-Off (4),Yes,501,child's room,horror,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentPlateInsect_Remake_3_0,3_0,5310,QTHckAjLBY2edZvFG
spider doorplate,,Purple,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Purple,Green,NA,NA,1x1,Flick,,Bug-Off (1); Bug-Off (2); Bug-Off (3); Bug-Off (4),Yes,501,child's room,horror,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentPlateInsect_Remake_4_0,4_0,5310,nRYyN3q65kg4uSLCg
spider doorplate,,Red,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Red,Blue,NA,NA,1x1,Flick,,Bug-Off (1); Bug-Off (2); Bug-Off (3); Bug-Off (4),Yes,501,child's room,horror,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentPlateInsect_Remake_5_0,5_0,5310,DHf8kXnuugg965tkw
spider doorplate,,Gray,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Gray,Purple,NA,NA,1x1,Flick,,Bug-Off (1); Bug-Off (2); Bug-Off (3); Bug-Off (4),Yes,501,child's room,horror,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentPlateInsect_Remake_6_0,6_0,5310,KuuT6PosCPBtWH5cM
spider doorplate,,Blue,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Blue,Red,NA,NA,1x1,Flick,,Bug-Off (1); Bug-Off (2); Bug-Off (3); Bug-Off (4),Yes,501,child's room,horror,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentPlateInsect_Remake_7_0,7_0,5310,fhtXHY3GNB4QBkuQJ
spider web,,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,NFS,25,White,White,NA,NA,2x1,Flick,,Bug-Off (1); Bug-Off (2); Bug-Off (3); Bug-Off (4),Yes,501,local,horror,None,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrSpiderweb,NA,3817,qmLbJD4ZHuhJ78APn
spooky garland,,Orange,Pumpkin color,NA,NA,Yes,Yes,No,NA,3,Pumpkin,2400,NFS,1650,Orange,Purple,NA,NA,2x1,Crafting; All villagers,Trade candy or a lollipop with a villager,Halloween,Yes,231,horror,party,spooky,None,None,No,Supplies,No,Emission,No,Not for sale,1.5.0,Yes,FtrHwnDecorationWall_Remake_0_0,0_0,13222,5mKLmvbCqdHsdiYGZ
spooky garland,,Yellow,Pumpkin color,NA,NA,Yes,Yes,No,NA,3,Pumpkin,2400,NFS,1650,Yellow,Colorful,NA,NA,2x1,Crafting; All villagers,Trade candy or a lollipop with a villager,Halloween,Yes,231,horror,party,spooky,None,None,No,Supplies,No,Emission,No,Not for sale,1.5.0,Yes,FtrHwnDecorationWall_Remake_1_0,1_0,13222,G3HfzYXpMJZmiwRNY
spooky garland,,Green,Pumpkin color,NA,NA,Yes,Yes,No,NA,3,Pumpkin,2400,NFS,1650,Green,Brown,NA,NA,2x1,Crafting; All villagers,Trade candy or a lollipop with a villager,Halloween,Yes,231,horror,party,spooky,None,None,No,Supplies,No,Emission,No,Not for sale,1.5.0,Yes,FtrHwnDecorationWall_Remake_2_0,2_0,13222,DtzyiCS9op3z3X7AE
spooky garland,,Monochrome,Pumpkin color,NA,NA,Yes,Yes,No,NA,3,Pumpkin,2400,NFS,1650,White,Black,NA,NA,2x1,Crafting; All villagers,Trade candy or a lollipop with a villager,Halloween,Yes,231,horror,party,spooky,None,None,No,Supplies,No,Emission,No,Not for sale,1.5.0,Yes,FtrHwnDecorationWall_Remake_3_0,3_0,13222,hGsJCxAoaM2uDeDYN
starry garland,,Yellow,Color,NA,NA,Yes,Yes,No,NA,7,Normal,5200,NFS,5000,Yellow,Yellow,NA,NA,2x1,Crafting,,NA,NA,103,space,fancy,stars,None,None,Yes,Supplies,No,Emission,No,Not for sale,1.0.0,Yes,FtrStarDecorationWall_Remake_0_0,0_0,6827,TLufk7Lr6iMdDXb38
starry garland,,Green,Color,NA,NA,Yes,Yes,No,NA,7,Normal,5200,NFS,5000,Green,Green,NA,NA,2x1,Crafting,,NA,NA,103,space,fancy,stars,None,None,Yes,Supplies,No,Emission,No,Not for sale,1.0.0,Yes,FtrStarDecorationWall_Remake_1_0,1_0,6827,LhpT8K5dju3dprewT
starry garland,,Blue,Color,NA,NA,Yes,Yes,No,NA,7,Normal,5200,NFS,5000,Aqua,Aqua,NA,NA,2x1,Crafting,,NA,NA,103,space,fancy,stars,None,None,Yes,Supplies,No,Emission,No,Not for sale,1.0.0,Yes,FtrStarDecorationWall_Remake_2_0,2_0,6827,G6tvoRQfvLBahQCkX
starry garland,,Purple,Color,NA,NA,Yes,Yes,No,NA,7,Normal,5200,NFS,5000,Purple,Purple,NA,NA,2x1,Crafting,,NA,NA,103,space,fancy,stars,None,None,Yes,Supplies,No,Emission,No,Not for sale,1.0.0,Yes,FtrStarDecorationWall_Remake_3_0,3_0,6827,3WLSFAmJsBmyNmeWo
starry garland,,Pink,Color,NA,NA,Yes,Yes,No,NA,7,Normal,5200,NFS,5000,Pink,Pink,NA,NA,2x1,Crafting,,NA,NA,103,space,fancy,stars,None,None,Yes,Supplies,No,Emission,No,Not for sale,1.0.0,Yes,FtrStarDecorationWall_Remake_4_0,4_0,6827,tB8TaCLvyDt9SEgj5
starry garland,,Orange,Color,NA,NA,Yes,Yes,No,NA,7,Normal,5200,NFS,5000,Orange,Orange,NA,NA,2x1,Crafting,,NA,NA,103,space,fancy,stars,None,None,Yes,Supplies,No,Emission,No,Not for sale,1.0.0,Yes,FtrStarDecorationWall_Remake_5_0,5_0,6827,DHCxpmAhBsakwJtXF
starry garland,,White,Color,NA,NA,Yes,Yes,No,NA,7,Normal,5200,NFS,5000,White,White,NA,NA,2x1,Crafting,,NA,NA,103,space,fancy,stars,None,None,Yes,Supplies,No,Emission,No,Not for sale,1.0.0,Yes,FtrStarDecorationWall_Remake_6_0,6_0,6827,ymYmGbxEF6KzzFP7c
studio wall spotlight,,White,Light color,NA,NA,No,No,No,NA,NA,None,1000,2300,575,Black,White,2100,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,concert,None,None,Lighting,Yes,Lamp,No,Spotlight,No,For sale,1.0.0,Yes,FtrLampSpotWall_Remake_0_0,0_0,7190,dZEmxTttRksH6RNr3
studio wall spotlight,,Yellow,Light color,NA,NA,No,No,No,NA,NA,None,1000,2300,575,Black,Yellow,2100,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,concert,None,None,Lighting,Yes,Lamp,No,Spotlight,No,For sale,1.0.0,Yes,FtrLampSpotWall_Remake_1_0,1_0,7190,esq6DpHWC3sSyuCZ8
studio wall spotlight,,Orange,Light color,NA,NA,No,No,No,NA,NA,None,1000,2300,575,Black,Orange,2100,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,concert,None,None,Lighting,Yes,Lamp,No,Spotlight,No,For sale,1.0.0,Yes,FtrLampSpotWall_Remake_2_0,2_0,7190,eaXb34akv5n9cPgc4
studio wall spotlight,,Red,Light color,NA,NA,No,No,No,NA,NA,None,1000,2300,575,Black,Red,2100,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,concert,None,None,Lighting,Yes,Lamp,No,Spotlight,No,For sale,1.0.0,Yes,FtrLampSpotWall_Remake_3_0,3_0,7190,FJHXYbC7vT8ouWau7
studio wall spotlight,,Pink,Light color,NA,NA,No,No,No,NA,NA,None,1000,2300,575,Black,Pink,2100,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,concert,None,None,Lighting,Yes,Lamp,No,Spotlight,No,For sale,1.0.0,Yes,FtrLampSpotWall_Remake_4_0,4_0,7190,HQvbfkjjHQkHqiE8q
studio wall spotlight,,Purple,Light color,NA,NA,No,No,No,NA,NA,None,1000,2300,575,Black,Purple,2100,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,concert,None,None,Lighting,Yes,Lamp,No,Spotlight,No,For sale,1.0.0,Yes,FtrLampSpotWall_Remake_5_0,5_0,7190,2ajbEp8rxFpuwDXGS
studio wall spotlight,,Blue,Light color,NA,NA,No,No,No,NA,NA,None,1000,2300,575,Black,Blue,2100,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,concert,None,None,Lighting,Yes,Lamp,No,Spotlight,No,For sale,1.0.0,Yes,FtrLampSpotWall_Remake_6_0,6_0,7190,zkMtS2fshTnxmFRHx
studio wall spotlight,,Green,Light color,NA,NA,No,No,No,NA,NA,None,1000,2300,575,Black,Green,2100,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,concert,None,None,Lighting,Yes,Lamp,No,Spotlight,No,For sale,1.0.0,Yes,FtrLampSpotWall_Remake_7_0,7_0,7190,XFQsTNW6NfWDPp4kD
study poster,,Alphabet,Variation,NA,NA,No,No,No,NA,NA,None,1000,640,160,Red,Colorful,580,Poki,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,child's room,school,None,study,None,No,Study,No,No lighting,No,For sale,1.0.0,Yes,FtrStudyposter_Remake_0_0,0_0,3584,eqDMnWHyBDS7S9uAg
study poster,,Multiplication tables,Variation,NA,NA,No,No,No,NA,NA,None,1000,640,160,Aqua,Colorful,580,Poki,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,child's room,school,None,study,None,No,Study,No,No lighting,No,For sale,1.0.0,Yes,FtrStudyposter_Remake_1_0,1_0,3584,mnXbHGP24sw8qumWP
study poster,,Periodic table,Variation,NA,NA,No,No,No,NA,NA,None,1000,640,160,White,Black,580,Poki,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,child's room,school,None,study,None,No,Study,No,No lighting,No,For sale,1.0.0,Yes,FtrStudyposter_Remake_2_0,2_0,3584,rPp3dMLX9ieBg3cz4
study poster,,Constellations,Variation,NA,NA,No,No,No,NA,NA,None,1000,640,160,Black,Black,580,Poki,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,child's room,school,None,study,None,No,Study,No,No lighting,No,For sale,1.0.0,Yes,FtrStudyposter_Remake_3_0,3_0,3584,Z5Hq3QpNzSEydKq42
stylish wall spotlight,,White,Color,NA,NA,No,No,No,NA,NA,None,1000,2700,675,White,White,2400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,apparel shop,facility,None,None,Lighting,Yes,Lamp,No,Spotlight,No,For sale,2.0.0,Yes,FtrSimpleLampSpotWall_Remake_0_0,0_0,13300,qRwcdDqGHDa5ajGPr
stylish wall spotlight,,Black,Color,NA,NA,No,No,No,NA,NA,None,1000,2700,675,Black,Black,2400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,apparel shop,facility,None,None,Lighting,Yes,Lamp,No,Spotlight,No,For sale,2.0.0,Yes,FtrSimpleLampSpotWall_Remake_1_0,1_0,13300,nb4DdyEiwdpmXXaWF
stylish wall spotlight,,Silver,Color,NA,NA,No,No,No,NA,NA,None,1000,2700,675,Gray,Gray,2400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,apparel shop,facility,None,None,Lighting,Yes,Lamp,No,Spotlight,No,For sale,2.0.0,Yes,FtrSimpleLampSpotWall_Remake_2_0,2_0,13300,WHCPnxFreKNsPJFoL
