Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Stack Size,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Size,Surface,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Food Power,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
skateboard,,Purple,Color,None,Sticker,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,790,197,Purple,Orange,1x1,No,710,Poki,Nook's Cranny; HHP Office,,NA,NA,103,park,sports,None,None,None,No,Sports,Yes,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSkateboard_Remake_5_0,5_0,13523,jCaN49Dx6M7QXiKkX
skateboard,,Purple,Color,Gyroid,Sticker,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,790,197,Purple,Yellow,1x1,No,710,Poki,Nook's Cranny; HHP Office,,NA,NA,103,park,sports,None,None,None,No,Sports,Yes,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSkateboard_Remake_5_1,5_1,13523,yMJ78WurKPNcfPYN2
skateboard,,Purple,Color,Message,Sticker,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,790,197,Purple,Aqua,1x1,No,710,Poki,Nook's Cranny; HHP Office,,NA,NA,103,park,sports,None,None,None,No,Sports,Yes,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSkateboard_Remake_5_2,5_2,13523,c6iiHxCSe7bxSQigp
skateboard,,Purple,Color,Animal,Sticker,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,790,197,Purple,White,1x1,No,710,Poki,Nook's Cranny; HHP Office,,NA,NA,103,park,sports,None,None,None,No,Sports,Yes,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSkateboard_Remake_5_3,5_3,13523,cczTpGjK5wBpAd22i
skateboard,,Purple,Color,Sushi,Sticker,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,790,197,Purple,Colorful,1x1,No,710,Poki,Nook's Cranny; HHP Office,,NA,NA,103,park,sports,None,None,None,No,Sports,Yes,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSkateboard_Remake_5_4,5_4,13523,sCH73WvTfBgCiPRrA
skateboard,,White,Color,None,Sticker,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,790,197,White,Red,1x1,No,710,Poki,Nook's Cranny; HHP Office,,NA,NA,103,park,sports,None,None,None,No,Sports,Yes,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSkateboard_Remake_6_0,6_0,13523,iK98a9GQTAdeoxdrf
skateboard,,White,Color,Gyroid,Sticker,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,790,197,White,Yellow,1x1,No,710,Poki,Nook's Cranny; HHP Office,,NA,NA,103,park,sports,None,None,None,No,Sports,Yes,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSkateboard_Remake_6_1,6_1,13523,wL4R22GXmFrPrR3cv
skateboard,,White,Color,Message,Sticker,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,790,197,White,Aqua,1x1,No,710,Poki,Nook's Cranny; HHP Office,,NA,NA,103,park,sports,None,None,None,No,Sports,Yes,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSkateboard_Remake_6_2,6_2,13523,3NMuhQXyrTsyY3zWu
skateboard,,White,Color,Animal,Sticker,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,790,197,White,White,1x1,No,710,Poki,Nook's Cranny; HHP Office,,NA,NA,103,park,sports,None,None,None,No,Sports,Yes,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSkateboard_Remake_6_3,6_3,13523,jGJRAGwqsJ9NHp3tX
skateboard,,White,Color,Sushi,Sticker,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,790,197,White,Colorful,1x1,No,710,Poki,Nook's Cranny; HHP Office,,NA,NA,103,park,sports,None,None,None,No,Sports,Yes,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSkateboard_Remake_6_4,6_4,13523,XbvrQpmWHifzj68MP
skateboard,,Damaged,Color,None,Sticker,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,790,197,Black,White,1x1,No,710,Poki,Nook's Cranny; HHP Office,,NA,NA,103,park,sports,None,None,None,No,Sports,Yes,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSkateboard_Remake_7_0,7_0,13523,MFY6yqhxgvw786KeY
skateboard,,Damaged,Color,Gyroid,Sticker,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,790,197,Black,Yellow,1x1,No,710,Poki,Nook's Cranny; HHP Office,,NA,NA,103,park,sports,None,None,None,No,Sports,Yes,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSkateboard_Remake_7_1,7_1,13523,G965wEZ9pFTMWj7Dr
skateboard,,Damaged,Color,Message,Sticker,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,790,197,Black,Aqua,1x1,No,710,Poki,Nook's Cranny; HHP Office,,NA,NA,103,park,sports,None,None,None,No,Sports,Yes,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSkateboard_Remake_7_2,7_2,13523,3PaCCfLpzjfRm9LLF
skateboard,,Damaged,Color,Animal,Sticker,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,790,197,Black,White,1x1,No,710,Poki,Nook's Cranny; HHP Office,,NA,NA,103,park,sports,None,None,None,No,Sports,Yes,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSkateboard_Remake_7_3,7_3,13523,KeZyAiAkzJKYWff9n
skateboard,,Damaged,Color,Sushi,Sticker,No,No,Yes,Default; Custom; Sable,1,1,Normal,1000,790,197,Black,Colorful,1x1,No,710,Poki,Nook's Cranny; HHP Office,,NA,NA,103,park,sports,None,None,None,No,Sports,Yes,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSkateboard_Remake_7_4,7_4,13523,YjKDydm6dTuibHDGj
SLR camera,,Black,Color,NA,NA,No,No,No,NA,1,NA,None,5200,30000,7500,Black,Red,1x1,No,27000,Poki,Nook's Cranny; HHP Office,,NA,NA,103,living room,outdoors,None,None,SmallGoods,Yes,TV,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrDSLRCamera_Remake_0_0,0_0,13575,QP9xhJmkm7mbzZECQ
SLR camera,,Silver,Color,NA,NA,No,No,No,NA,1,NA,None,5200,30000,7500,Gray,Yellow,1x1,No,27000,Poki,Nook's Cranny; HHP Office,,NA,NA,103,living room,outdoors,None,None,SmallGoods,Yes,TV,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrDSLRCamera_Remake_1_0,1_0,13575,TE7BRsMKbRJkk42H3
SLR camera,,White,Color,NA,NA,No,No,No,NA,1,NA,None,5200,30000,7500,White,Black,1x1,No,27000,Poki,Nook's Cranny; HHP Office,,NA,NA,103,living room,outdoors,None,None,SmallGoods,Yes,TV,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrDSLRCamera_Remake_2_0,2_0,13575,y2vsdsiaHhQXF67J9
SLR camera,,Brown,Color,NA,NA,No,No,No,NA,1,NA,None,5200,30000,7500,Brown,Gray,1x1,No,27000,Poki,Nook's Cranny; HHP Office,,NA,NA,103,living room,outdoors,None,None,SmallGoods,Yes,TV,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrDSLRCamera_Remake_3_0,3_0,13575,E2f39aAYkdGTnp67Q
SLR camera,,Dark blue,Color,NA,NA,No,No,No,NA,1,NA,None,5200,30000,7500,Blue,Black,1x1,No,27000,Poki,Nook's Cranny; HHP Office,,NA,NA,103,living room,outdoors,None,None,SmallGoods,Yes,TV,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrDSLRCamera_Remake_4_0,4_0,13575,yoXRJKJx9YfzSGL5k
SLR camera,,Red,Color,NA,NA,No,No,No,NA,1,NA,None,5200,30000,7500,Red,Black,1x1,No,27000,Poki,Nook's Cranny; HHP Office,,NA,NA,103,living room,outdoors,None,None,SmallGoods,Yes,TV,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrDSLRCamera_Remake_5_0,5_0,13575,hbC652LRKFhMKLR5L
SLR camera,,Pink,Color,NA,NA,No,No,No,NA,1,NA,None,5200,30000,7500,Pink,White,1x1,No,27000,Poki,Nook's Cranny; HHP Office,,NA,NA,103,living room,outdoors,None,None,SmallGoods,Yes,TV,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrDSLRCamera_Remake_6_0,6_0,13575,6hDNMqDP5BNiATCjw
small vase,,Botanical,Design,NA,NA,No,No,No,NA,1,NA,None,1700,4800,1200,Beige,Beige,1x1,No,4300,Poki,Nook's Cranny; HHP Office,,NA,NA,103,harmonious,None,None,None,None,No,Folk Craft Decor,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrVaseBrown_Remake_0_0,0_0,13185,SSR6zzjkGGdoTq9eT
small vase,,Waves & cranes,Design,NA,NA,No,No,No,NA,1,NA,None,1700,4800,1200,Aqua,Blue,1x1,No,4300,Poki,Nook's Cranny; HHP Office,,NA,NA,103,harmonious,None,None,None,None,No,Folk Craft Decor,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrVaseBrown_Remake_1_0,1_0,13185,3C9myL3HRo4q5v6B2
small vase,,Daffodils,Design,NA,NA,No,No,No,NA,1,NA,None,1700,4800,1200,Blue,White,1x1,No,4300,Poki,Nook's Cranny; HHP Office,,NA,NA,103,harmonious,None,None,None,None,No,Folk Craft Decor,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrVaseBrown_Remake_2_0,2_0,13185,d2aMWQKQTc2baorjN
small vase,,Flowers & birds,Design,NA,NA,No,No,No,NA,1,NA,None,1700,4800,1200,White,Red,1x1,No,4300,Poki,Nook's Cranny; HHP Office,,NA,NA,103,harmonious,None,None,None,None,No,Folk Craft Decor,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrVaseBrown_Remake_3_0,3_0,13185,94vx5jBhMkrYBSD6y
small vase,,Flowers & butterflies,Design,NA,NA,No,No,No,NA,1,NA,None,1700,4800,1200,Black,White,1x1,No,4300,Poki,Nook's Cranny; HHP Office,,NA,NA,103,harmonious,None,None,None,None,No,Folk Craft Decor,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrVaseBrown_Remake_4_0,4_0,13185,5BKuzonEydSSdjH3g
snack,,Flavored chips,Contents,Green & red,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Yellow,Green,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_0_0,0_0,13345,kTRJ6fkhZKoSzonYG
snack,,Flavored chips,Contents,Light blue,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Yellow,Aqua,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_0_1,0_1,13345,TdtibSffjFXEi9qhR
snack,,Flavored chips,Contents,Light brown,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Yellow,Brown,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_0_2,0_2,13345,SKazrP6BTxdCwtGHT
snack,,Flavored chips,Contents,Brown,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Yellow,Brown,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_0_3,0_3,13345,3hn4GbwoesWyrgdBa
snack,,Flavored chips,Contents,Blue & yellow,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Yellow,Blue,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_0_4,0_4,13345,q2cMWdJuBLW8gooLD
snack,,Flavored chips,Contents,Pink,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Yellow,Pink,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_0_5,0_5,13345,eGSzbtnkdvT24goNX
snack,,Flavored chips,Contents,Yellow,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Yellow,Yellow,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_0_6,0_6,13345,yawkWQC5muaxZvZG7
snack,,Flavored chips,Contents,Black,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Yellow,Black,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_0_7,0_7,13345,MpvTPY7gBYuAYfJLB
snack,,Sour-cream chips,Contents,Green & red,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Yellow,Green,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_1_0,1_0,13345,Z6ttsQfhcGBjWd9fR
snack,,Sour-cream chips,Contents,Light blue,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Yellow,Aqua,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_1_1,1_1,13345,PicXECQRdjQQWAXDu
snack,,Sour-cream chips,Contents,Light brown,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Yellow,Brown,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_1_2,1_2,13345,eLXhdceyWKETNW7Nn
snack,,Sour-cream chips,Contents,Brown,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Yellow,Brown,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_1_3,1_3,13345,uFx7pcGWXxMxSdprc
snack,,Sour-cream chips,Contents,Blue & yellow,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Yellow,Blue,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_1_4,1_4,13345,zZoTjXcJqcYoPFL5g
snack,,Sour-cream chips,Contents,Pink,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Yellow,Pink,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_1_5,1_5,13345,qgJmhKw3faERqShnH
snack,,Sour-cream chips,Contents,Yellow,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Yellow,Yellow,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_1_6,1_6,13345,PP9GrR9GNc96MMpYJ
snack,,Sour-cream chips,Contents,Black,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Yellow,Black,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_1_7,1_7,13345,nGjBD965zmopBKa6w
snack,,Rice crackers,Contents,Green & red,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Orange,Green,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_2_0,2_0,13345,WCsiZZuZwYPeuMxap
snack,,Rice crackers,Contents,Light blue,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Orange,Aqua,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_2_1,2_1,13345,LNXW58gsnApRWqeJG
snack,,Rice crackers,Contents,Light brown,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Orange,Brown,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_2_2,2_2,13345,rR2MPwzdu6fAzXHhy
snack,,Rice crackers,Contents,Brown,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Orange,Brown,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_2_3,2_3,13345,XXzgj8Dvrys7ngGKK
snack,,Rice crackers,Contents,Blue & yellow,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Orange,Blue,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_2_4,2_4,13345,5NuiuytZkayRNBFft
snack,,Rice crackers,Contents,Pink,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Orange,Pink,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_2_5,2_5,13345,XH2nEj8mvKBJgSLWw
snack,,Rice crackers,Contents,Yellow,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Orange,Yellow,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_2_6,2_6,13345,z7BYKfHe63586fXPo
snack,,Rice crackers,Contents,Black,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Orange,Black,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_2_7,2_7,13345,5zuKDfc6RXmdRCiqm
snack,,Chocolate-chip cookies,Contents,Green & red,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Beige,Green,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_3_0,3_0,13345,vn3c3LgHhTKgAX8MK
snack,,Chocolate-chip cookies,Contents,Light blue,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Beige,Aqua,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_3_1,3_1,13345,rvrgNYSKHnjrSMp3M
snack,,Chocolate-chip cookies,Contents,Light brown,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Beige,Brown,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_3_2,3_2,13345,CayqLgZ5r7Tq4DBeT
snack,,Chocolate-chip cookies,Contents,Brown,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Beige,Brown,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_3_3,3_3,13345,AtLiCgAaqyJWvAfW2
snack,,Chocolate-chip cookies,Contents,Blue & yellow,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Beige,Blue,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_3_4,3_4,13345,sqPrgMyryReD4oXMy
snack,,Chocolate-chip cookies,Contents,Pink,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Beige,Pink,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_3_5,3_5,13345,LTZ6gzd957KsjZQNZ
snack,,Chocolate-chip cookies,Contents,Yellow,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Beige,Yellow,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_3_6,3_6,13345,TX5PmDQQZET2BSK7B
snack,,Chocolate-chip cookies,Contents,Black,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Beige,Black,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_3_7,3_7,13345,MixkYKNuZubLyCaAm
snack,,Crackers,Contents,Green & red,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Beige,Green,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_4_0,4_0,13345,BCTuCg5deFBaQwfbm
snack,,Crackers,Contents,Light blue,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Beige,Aqua,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_4_1,4_1,13345,enGXC8fyS6D4wM3mE
snack,,Crackers,Contents,Light brown,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Beige,Brown,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_4_2,4_2,13345,DwpZRieQTZPKE5aWN
snack,,Crackers,Contents,Brown,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Beige,Brown,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_4_3,4_3,13345,pr2yek3Ggmxfmahao
snack,,Crackers,Contents,Blue & yellow,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Beige,Blue,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_4_4,4_4,13345,oZwpaL3ZYgqpJbBD4
snack,,Crackers,Contents,Pink,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Beige,Pink,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_4_5,4_5,13345,PzBfy6r8N5QBSd5hp
snack,,Crackers,Contents,Yellow,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Beige,Yellow,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_4_6,4_6,13345,tQLwsRuE2rbPmpE63
snack,,Crackers,Contents,Black,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Beige,Black,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_4_7,4_7,13345,KKGntrKZLeehkJGKL
snack,,Chocolates,Contents,Green & red,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Brown,Green,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_5_0,5_0,13345,8ESRPPPSytTMgZLXm
snack,,Chocolates,Contents,Light blue,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Brown,Aqua,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_5_1,5_1,13345,wsYttBobwDf2DWHpY
snack,,Chocolates,Contents,Light brown,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Brown,Brown,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_5_2,5_2,13345,N75PhqYB6XPdEky5f
snack,,Chocolates,Contents,Brown,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Brown,Brown,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_5_3,5_3,13345,ZfTTz2akRdqrguBHJ
snack,,Chocolates,Contents,Blue & yellow,Packaging color,No,No,Yes,Default; Custom,1,1,Normal,1000,480,120,Brown,Blue,1x1,No,430,Poki,Nook's Cranny; HHP Office,,NA,NA,103,child's room,None,None,None,Food,No,DishFood,No,Does not play music,No lighting,NA,For sale,2.0.0,Yes,FtrSnack_Remake_5_4,5_4,13345,nfN7utg75omMGf5fg
