Name,Image,VFX,VFX Type,DIY,Buy,Sell,Color 1,Color 2,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Window Type,Window Color,Pane Type,Curtain Type,Curtain Color,Ceiling Type,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,Tag,Catalog,Version Added,Unlocked?,Filename,Internal ID,Unique Entry ID
white simple-cloth wall,,No,NA,No,750,187,White,White,680,Poki,Nook's Cranny,,NA,NA,Four Pane,Light Wood,Glass,Curtains,White,Wood,151,child's room,living room,simple,Simple Walls,For sale,1.0.0,Yes,RoomTexWallSimple00,4939,z2Zh2fzFwCbvMDm8J
white subway-tile wall,,No,NA,No,1340,335,White,White,1200,Poki,Nook's Cranny,,NA,NA,Sliding Pane,White Metal,Glass,None,NA,Stone,151,facility,shop,None,Metro Walls,For sale,1.0.0,Yes,RoomTexWallMetro01,4941,ajXm5zy9pwf7XEyHF
white wedding wall,,Yes,NA,No,NFS,750,White,Pink,12,Heart Crystals,Cyrus,,Wedding Season,Yes,None,NA,NA,None,NA,Stone,437,party,expensive,wedding,Cloth Walls,Not for sale,1.2.0,Yes,RoomSpWallChurch00,12466,mKuptCLkH2MknX2PN
white window-panel wall,,Yes,NA,No,2800,700,White,Aqua,2500,Poki,Nook's Cranny,,NA,NA,None,NA,NA,None,NA,Stone,151,None,None,None,Special Walls,For sale,2.0.0,Yes,RoomSpWallWindow00,13332,DZQQvsrgHThm5gHZZ
white-brick wall,,No,NA,No,1000,250,White,White,900,Poki,Nook's Cranny,,NA,NA,Four Pane,White Wood,Glass,None,NA,Wood,151,café,city life,None,Brick,For sale,1.0.0,Yes,RoomTexWallBrick00,4927,htjwxjceb2hc6GxjX
white-chocolate wall,,No,NA,No,3000,750,White,Beige,NA,NA,Saharah; Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Tile,451,fancy,None,None,Chocolate,Not for sale,1.0.0,Yes,RoomTexWallChocolate01,4933,6qMhFdc2nDSvJSCfT
white-rose wall,,No,NA,No,1720,430,Pink,White,1500,Poki,Nook's Cranny,,NA,NA,Arch,Grey Metal,Glass,None,NA,Wood,151,fancy,child's room,None,Rose Walls,For sale,1.0.0,Yes,RoomTexWallRose02,6868,yksDvcnnKqM7tnzas
white-shelving wall,,No,NA,No,3000,750,White,White,NA,NA,Saharah's Co-op,,NA,NA,None,NA,NA,None,NA,Wood,451,apparel shop,workshop,None,WallFacility,Not for sale,2.0.0,Yes,RoomTexWallShelf00,12912,sNhncamcj9AS7Fq2Z
wild-wood wall,,No,NA,Yes,NFS,1800,Black,Black,NA,NA,Crafting,,NA,NA,Single Pane,Dark Wood,Glass,Slatted Blinds,Dark Brown Wood,Stone,103,living room,restaurant,None,Wood Walls,Not for sale,1.0.0,Yes,RoomTexWallWildWood00,4858,vhJr7B96SnG3xQQCs
wooden-knot wall,,No,NA,Yes,NFS,1800,Brown,Brown,NA,NA,Crafting,,NA,NA,Four Pane,Natural Wood,Glass,Roller Shades,Undyed,Wood,103,living room,child's room,None,Wood Walls,Not for sale,1.0.0,Yes,RoomTexWallCedar00,4911,puQYs9hygxfcQWsjt
wooden-mosaic wall,,No,NA,Yes,NFS,1800,Brown,Brown,NA,NA,Crafting,,NA,NA,Single Pane,Natural Wood,Glass,Slatted Blinds,Brown Wood,Stone,103,living room,shop,None,Wood Plank Walls,Not for sale,1.0.0,Yes,RoomTexWallMixPlankWood00,4859,RgzoarteJyzD4xSAm
woodland wall,,No,NA,Yes,NFS,1380,Green,Green,NA,NA,Crafting,,NA,NA,None,NA,NA,None,NA,Stone,103,horror,nature,None,Nature Walls,Not for sale,1.0.0,Yes,RoomTexWallJukai00,5223,2B4YTYqnm64vgANY4
yellow flower-print wall,,No,NA,No,1780,445,Yellow,Yellow,1600,Poki,Nook's Cranny,,NA,NA,Four Pane,Dark Wood,Glass,Curtains,Yellow,Wood,151,fancy,living room,None,Flower Walls,For sale,1.0.0,Yes,RoomTexWallFlower02,6872,esknqzcAenk8uqzYk
yellow heart-pattern wall,,No,NA,No,1280,320,Yellow,Yellow,1200,Poki,Nook's Cranny,,NA,NA,Four Pane,White Wood,Glass,Roller Shades,White,Cloth,151,fancy,child's room,None,Heart Walls,For sale,1.0.0,Yes,RoomTexWallHeart02,6871,BqWMEqc2tL8CnPAmd
yellow intricate wall,,No,NA,No,1570,392,Yellow,White,1400,Poki,Nook's Cranny,,NA,NA,Four Pane,Grey Wood,Glass,Roller Shades,White,Wood,151,living room,shop,None,Flower Pop Walls,For sale,1.0.0,Yes,RoomTexWallFlowerPop01,4849,FrZas8MjMdjDTPvkX
yellow playroom wall,,No,NA,No,2540,635,Yellow,Yellow,2300,Poki,Nook's Cranny,,NA,NA,Sliding Pane,White Metal,Glass,None,NA,Cloth,151,child's room,fancy,None,Toy Walls,For sale,1.0.0,Yes,RoomTexWallToy03,6865,mraytANoYBQvA8qAk
yellow quilt wall,,No,NA,No,2150,537,Yellow,White,1900,Poki,Nook's Cranny,,NA,NA,Four Pane,White Wood,Glass,Curtains,White Lace,Cloth,151,fancy,child's room,None,Dollhouse Walls,For sale,1.0.0,Yes,RoomTexWallDollhouse02,7276,ysEdh2vpCpg5qBcNg
yellow simple-cloth wall,,No,NA,No,750,187,Beige,Yellow,680,Poki,Nook's Cranny,,NA,NA,Four Pane,White Wood,Glass,Curtains,White,Wood,151,child's room,living room,simple,Simple Walls,For sale,1.0.0,Yes,RoomTexWallSimple01,4867,7sSXFNqcYgPMcGY8k
yellow-paint wall,,No,NA,No,1600,400,Yellow,Yellow,1400,Poki,Nook's Cranny,,NA,NA,Four Pane,Natural Wood,Glass,None,NA,Stone,151,fancy,child's room,None,Stucco Walls,For sale,1.0.0,Yes,RoomTexWallStucco00,4808,TySAA4kKqyvGGeZ5C
yellow-striped wall,,No,NA,No,1520,380,Yellow,Beige,1400,Poki,Nook's Cranny,,NA,NA,Four Pane,White Wood,Glass,Roller Shades,White,Cloth,151,fancy,child's room,None,Stripe Walls,For sale,1.0.0,Yes,RoomTexWallStripe04,4946,N6sef3YhY973LDgdR
zen architecture wall,,No,NA,No,1880,470,Beige,Beige,1700,Poki,Nook's Cranny,,NA,NA,Four Pane,Light Wood,Glass,None,NA,Wood,151,None,None,None,Japanese Style,For sale,2.0.0,Yes,RoomTexWallTwotone00,13333,puwFr4WzMEfameWnz
