Name,Image,Texture,Source,Sell Price (Re-Tail),HHA Base Points,When HHA Lucky,Favorite Saying,Name (English EU),Name (Japanese),Name (Spanish NA),Name (Spanish EU),Name (French NA),Name (French EU),Name (German),Name (Italian),Name (Korean),Version Added,Hex ID (1.0),Hex ID (1.4),Model Filename,New To Series,Name (WW),Name (NH),Name (HHD),Name (PC)
Norma's pic,,,Villagers,10,451,While Norma Living in Town,,pic of Norma,いさこのしゃしん,foto de Norma,foto de Norma,photo de Norma,photo de Norma,Foto von Nelly,foto di Norma,미자 사진,1.4,-,31E2,brm_cow06,,,Norma's photo,,Norma's pic
O'Hare's pic,,,Villagers,10,451,While O'Hare Living in Town,,pic of O'Hare,サントスのしゃしん,foto de Ernesto,foto de Ernesto,photo de Civet,photo de Civet,Foto von Nico,foto di Fritz,산토스 사진,1.0,3003,32D7,brm_rbt15,,,O'Hare's photo,,O'Hare's pic
Octavian's pic,,,Villagers,10,451,While Octavian Living in Town,,pic of Octavian,おくたろうのしゃしん,foto de Octavio,foto de Octavio,photo d'Octave,photo d'Octave,Foto von Ottfried,foto di Ottavio,문복 사진,1.0,2FCB,3294,brm_oct00,,,Octavian's photo,,Octavian's pic
Olaf's pic,,,Villagers,10,451,While Olaf Living in Town,,pic of Olaf,アントニオのしゃしん,foto de Olaf,foto de Olaf,photo de Blair,photo de Blair,Foto von Olaf,foto di Ettore,안토니오 사진,1.0,2EEC,318D,brm_ant09,,,Olaf's photo,,Olaf's pic
Olive's pic,,,Villagers,10,451,While Olive Living in Town,,pic of Olive,ピッコロのしゃしん,foto de Osalina,foto de Osalina,photo de Grisa,photo de Grisa,Foto von Linda,foto di Olivia,올리브 사진,1.4,-,31CF,brm_cbr09,,,Olive's photo,,Olive's pic
Olivia's pic,,,Villagers,10,451,While Olivia Living in Town,,pic of Olivia,オリビアのしゃしん,foto de Olivia,foto de Olivia,photo d'Olivia,photo d'Olivia,Foto von Bianca,foto di Micina,올리비아 사진,1.0,2F0B,31B3,brm_cat03,,,Olivia's photo,,Olivia's pic
Opal's pic,,,Villagers,10,451,While Opal Living in Town,,pic of Opal,オパールのしゃしん,foto de Ópalo,foto de Ópalo,photo d'Opaline,photo d'Opaline,Foto von Olga,foto di Opal,오팔 사진,1.0,2F62,3217,brm_elp00,,,Opal's photo,,Opal's pic
Ozzie's pic,,,Villagers,10,451,While Ozzie Living in Town,,pic of Ozzie,ドングリのしゃしん,foto de Koloa,foto de Koloa,photo de Koko,photo de Koko,Foto von Oskar,foto di Ozzy,동동이 사진,1.0,2FA5,326A,brm_kal05,,,Ozzie's photo,,Ozzie's pic
Pancetti's pic,,,Villagers,10,451,While Pancetti Living in Town,,pic of Pancetti,ブリトニーのしゃしん,foto de Talía,foto de Talía,photo de Lydie,photo de Lydie,Foto von Brigitte,foto di Cicciola,브리트니 사진,1.0,2FF4,32C5,brm_pig16,,,Pancetti's photo,,Pancetti's pic
Pango's pic,,,Villagers,10,451,While Pango Living in Town,,pic of Pango,パトラのしゃしん,foto de Aspidora,foto de Aspidora,photo de Mathilda,photo de Mathilda,Foto von Mathilda,foto di Carlotta,패트라 사진,1.0,2EE9,3189,brm_ant02,,,Pango's photo,,Pango's pic
Paolo's pic,,,Villagers,10,451,While Paolo Living in Town,,pic of Paolo,パオロのしゃしん,foto de Paolo,foto de Paolo,photo de Paolo,photo de Paolo,Foto von Paolo,foto di Paolino,파올로 사진,1.4,-,321C,brm_elp05,,,Paolo's photo,,Paolo's pic
Papi's pic,,,Villagers,10,451,While Papi Living in Town,,pic of Papi,オカッピのしゃしん,foto de Bayo,foto de Bayo,photo de Bourrico,photo de Bourrico,Foto von Friedel,foto di Pierino,마사마 사진,1.0,2F9F,3261,brm_hrs12,,,Papi's photo,,Papi's pic
Pascal's pic,,,Pascal amiibo gift,10,499,-,,pic of Pascal,ラコスケのしゃしん,foto de Pascal,foto de Pascal,photo de Pascal,photo de Pascal,Foto von Johannes,foto di Pasqualo,해탈한 사진,1.4,-,333B,int_bromide_seo,,,Pascal's photo,,-
Pashmina's pic,,,Villagers,10,451,While Pashmina Living in Town,,pic of Pashmina,バーバラのしゃしん,foto de Carla,foto de Carla,photo de Chavrina,photo de Chavrina,Foto von Pamela,foto di Pashmina,바바라 사진,1.0,2F7E,323A,brm_goa08,,,Pashmina's photo,,Pashmina's pic
Pate's pic,,,Villagers,10,451,While Pate Living in Town,,pic of Pate,ナッキーのしゃしん,foto de Pati,foto de Pati,photo de Terrine,photo de Terrine,Foto von Daune,foto di Camilla,나키 사진,1.0,2F55,3208,brm_duk02,,,Pate's photo,,Pate's pic
Patty's pic,,,Villagers,10,451,While Patty Living in Town,,pic of Patty,カルピのしゃしん,foto de Vacarena,foto de Vacarena,photo de Margaux,photo de Margaux,Foto von Patricia,foto di Patty,밀크 사진,1.0,2F32,31E0,brm_cow00,,,Patty's photo,,Patty's pic
Paula's pic,,,Villagers,10,451,While Paula Living in Town,,pic of Paula,レイチェルのしゃしん,foto de Lizi,foto de Lizi,photo de Wendy,photo de Wendy,Foto von Paula,foto di Bruna,레이첼 사진,1.0,2EF5,3197,brm_bea10,,,Paula's photo,,Paula's pic
Pavé's pic,,,Pavé amiibo gift,10,499,-,,pic of Pavé,ベルリーナのしゃしん,foto de Conga,foto de Conga,photo de Roberto,photo de Roberto,Foto von Pavo,foto di Pavão,베르리나 사진,1.4,-,3330,int_bromide_pck,,,Pavé's photo,,-
Peaches's pic,,,Villagers,10,451,While Peaches Living in Town,,pic of Peaches,ドサコのしゃしん,foto de Perla,foto de Perla,photo de Prune,photo de Prune,Foto von Claire,foto di Ronzina,말자 사진,1.0,2F9B,325D,brm_hrs08,,,Peaches's photo,,Peaches's pic
Peanut's pic,,,Villagers,10,451,While Peanut Living in Town,,pic of Peanut,ももこのしゃしん,foto de Belinda,foto de Belinda,photo de Rachida,photo de Rachida,Foto von Paulina,foto di Rachele,핑키 사진,1.0,3016,32F0,brm_squ00,,,Peanut's photo,,Peanut's pic
Pecan's pic,,,Villagers,10,451,While Pecan Living in Town,,pic of Pecan,レベッカのしゃしん,foto de Camila,foto de Camila,photo de Pécan,photo de Pécan,Foto von Noisette,foto di Nocina,레베카 사진,1.0,3019,32F3,brm_squ03,,,Pecan's photo,,Pecan's pic
Peck's pic,,,Villagers,10,451,While Peck Living in Town,,pic of Peck,ふみたろうのしゃしん,foto de Picuet,foto de Picuet,photo de Pec,photo de Pec,Foto von Picko,foto di Gheppio,문대 사진,1.0,2F01,31A7,brm_brd17,,,Peck's photo,,Peck's pic
Peewee's pic,,,Villagers,10,451,While Peewee Living in Town,,pic of Peewee,ダンベルのしゃしん,foto de Lotar,foto de Lotar,photo de Gogo,photo de Gogo,Foto von Manfred,foto di Kong,덤벨 사진,1.0,2F80,323C,brm_gor01,,,Peewee's photo,,Peewee's pic
Peggy's pic,,,Villagers,10,451,While Peggy Living in Town,,pic of Peggy,ちえりのしゃしん,foto de Peggy,foto de Peggy,photo de Rose,photo de Rose,Foto von Quiekie,foto di Sally,체리 사진,1.0,2FF0,32C1,brm_pig11,,,Peggy's photo,,Peggy's pic
Pekoe's pic,,,Villagers,10,451,While Pekoe Living in Town,,pic of Pekoe,ジャスミンのしゃしん,foto de Vera,foto de Vera,photo de Pauline,photo de Pauline,Foto von Sandrine,foto di Mina,재스민 사진,1.0,2F26,31D2,brm_cbr14,,,Pekoe's photo,,Pekoe's pic
Pelly's pic,,,Pelly amiibo gift,10,499,-,,pic of Pelly,ぺりこのしゃしん,foto de Sol,foto de Sol,photo d'Opélie,photo d'Opélie,Foto von Pelly,foto di Pelly,펠리 사진,1.4,-,3331,int_bromide_pga,,,Pelly's photo,,-
Penelope's pic,,,Villagers,10,451,While Penelope Living in Town,,pic of Penelope,チューこのしゃしん,foto de Adela,foto de Adela,photo de Missy,photo de Missy,Foto von Penelope,foto di Penelope,찍순이 사진,1.0,2FC9,3292,brm_mus17,,,Penelope's photo,,Penelope's pic
Pete's pic,,,Pete amiibo gift,10,499,-,,pic of Pete,ぺりおのしゃしん,foto de Carturo,foto de Carturo,photo d'Antoine,photo d'Antoine,Foto von Peter,foto di Tino,펠리오 사진,1.4,-,3336,int_bromide_plb,,,Pete's photo,,-
Phil's pic,,,Villagers,10,451,While Phil Living in Town,,pic of Phil,ケインのしゃしん,foto de Amalio,foto de Amalio,photo de Phil,photo de Phil,Foto von Ingo,foto di Enzo,케인 사진,1.0,2FD1,329E,brm_ost07,,,Phil's photo,,Phil's pic
Phineas's pic,,,Phineas amiibo gift,10,499,-,,pic of Phineas,パロンチーノのしゃしん,foto de Elio,foto de Elio,photo d'Hélium,photo d'Hélium,Foto von Helios,foto di Elio,파론티노 사진,1.4,-,3319,int_bromide_bln,,,Phineas's photo,,-
Phoebe's pic,,,Villagers,10,451,While Phoebe Living in Town,,pic of Phoebe,ヒノコのしゃしん,foto de Avelina,foto de Avelina,photo de Faustine,photo de Faustine,Foto von Philippa,foto di Fenicia,휘니 사진,1.0,2FD4,32A1,brm_ost10,,,Phoebe's photo,,Phoebe's pic
Phyllis's pic,,,Phyllis amiibo gift,10,499,-,,pic of Phyllis,ぺりみのしゃしん,foto de Estrella,foto de Estrella,photo d'Élisabec,photo d'Élisabec,Foto von Peggy,foto di Polly,펠리미 사진,1.4,-,3332,int_bromide_pgb,,,Phyllis's photo,,-
Pierce's pic,,,Villagers,10,451,While Pierce Living in Town,,pic of Pierce,セバスチャンのしゃしん,foto de Hugo,foto de Hugo,photo de Napoléon,photo de Napoléon,Foto von Adrian,foto di Attilio,세바스찬 사진,1.0,2FD7,32A4,brm_pbr02,,,Pierce's photo,,Pierce's pic
Pietro's pic,,,Villagers,10,451,While Pietro Living in Town,,pic of Pietro,ジュペッティのしゃしん,foto de Kikolor,foto de Kikolor,photo de Pietro,photo de Pietro,Foto von Pietro,foto di Giulivo,피엘 사진,1.0,3015,32EE,brm_shp13,,,Pietro's photo,,Pietro's pic
Pinky's pic,,,Villagers,10,451,While Pinky Living in Town,,pic of Pinky,タンタンのしゃしん,foto de Violeta,foto de Violeta,photo de Rosine,photo de Rosine,Foto von Pia,foto di Pinky,링링 사진,1.0,2EEE,318F,brm_bea01,,,Pinky's photo,,Pinky's pic
Piper's pic,,,Villagers,10,451,While Piper Living in Town,,pic of Piper,レイコのしゃしん,foto de Bárbara,foto de Bárbara,photo de Neige,photo de Neige,Foto von Iris,foto di Giuliva,파이프 사진,1.4,-,31A1,brm_brd05,,,Piper's photo,,Piper's pic
Pippy's pic,,,Villagers,10,451,While Pippy Living in Town,,pic of Pippy,ロッタのしゃしん,foto de Méloni,foto de Méloni,photo de Nadia,photo de Nadia,Foto von Lotta,foto di Pippi,로타 사진,1.0,2FFC,32CE,brm_rbt06,,,Pippy's photo,,Pippy's pic
Plucky's pic,,,Villagers,10,451,While Plucky Living in Town,,pic of Plucky,パタヤのしゃしん,foto de Herminia,foto de Herminia,photo de Poulette,photo de Poulette,Foto von Mareile,foto di Cocca,파타야 사진,1.4,-,31DC,brm_chn10,,,Plucky's photo,,Plucky's pic
Pompom's pic,,,Villagers,10,451,While Pompom Living in Town,,pic of Pompom,のりっぺのしゃしん,foto de Flopi,foto de Flopi,photo de Pompon,photo de Pompon,Foto von Erika,foto di Erica,주디 사진,1.0,2F58,320B,brm_duk05,,,Pompom's photo,,Pompom's pic
Poncho's pic,,,Villagers,10,451,While Poncho Living in Town,,pic of Poncho,ポンチョのしゃしん,foto de Poncho,foto de Poncho,photo de Théo,photo de Théo,Foto von Toni,foto di Poncho,봉추 사진,1.0,2F20,31C9,brm_cbr02,,,Poncho's photo,,Poncho's pic
Poppy's pic,,,Villagers,10,451,While Poppy Living in Town,,pic of Poppy,グミのしゃしん,foto de Encina,foto de Encina,photo d'Irène,photo d'Irène,Foto von Trita,foto di Granella,다람 사진,1.0,3022,32FE,brm_squ15,,,Poppy's photo,,Poppy's pic
Porter's pic,,,Porter amiibo gift,10,499,-,,pic of Porter,えきいんさんのしゃしん,foto de Estasio,foto de Estasio,photo de Lazare,photo de Lazare,Foto von Flip,foto di Ciufciuf,역무원 사진,1.4,-,332A,int_bromide_mnk,,,Porter's photo,,-
Portia's pic,,,Villagers,10,451,While Portia Living in Town,,pic of Portia,ブレンダのしゃしん,foto de Amanda,foto de Amanda,photo de Dalma,photo de Dalma,Foto von Isolde,foto di Porzia,블랜더 사진,1.0,2F4A,31FB,brm_dog05,,,Portia's photo,,Portia's pic
Prince's pic,,,Villagers,10,451,While Prince Living in Town,,pic of Prince,カールのしゃしん,foto de Felipe,foto de Felipe,photo de Prince,photo de Prince,Foto von Prinz,foto di Principe,카일 사진,1.0,2F73,322D,brm_flg12,,,Prince's photo,,Prince's pic
Puck's pic,,,Villagers,10,451,While Puck Living in Town,,pic of Puck,ホッケーのしゃしん,foto de Fredo,foto de Fredo,photo d'Hervé,photo d'Hervé,Foto von Puck,foto di Glacido,하키 사진,1.0,2FE3,32B1,brm_pgn06,,,Puck's photo,,Puck's pic
Puddles's pic,,,Villagers,10,451,While Puddles Living in Town,,pic of Puddles,チョキのしゃしん,foto de Nenúfar,foto de Nenúfar,photo de Rénata,photo de Rénata,Foto von Nele,foto di Grazia,가위 사진,1.0,2F70,3228,brm_flg06,,,Puddles's photo,,Puddles's pic
Pudge's pic,,,Villagers,10,451,While Pudge Living in Town,,pic of Pudge,きんぞうのしゃしん,foto de Bollito,foto de Bollito,photo de Gradub,photo de Gradub,Foto von Bertram,foto di Tombolo,우띠 사진,1.0,2F21,31CA,brm_cbr03,,,Pudge's photo,,Pudge's pic
Punchy's pic,,,Villagers,10,451,While Punchy Living in Town,,pic of Punchy,ビンタのしゃしん,foto de Félix,foto de Félix,photo de Cédric,photo de Cédric,Foto von Julian,foto di Felix,빙티 사진,1.0,2F0E,31B6,brm_cat06,,,Punchy's photo,,Punchy's pic
Purrl's pic,,,Villagers,10,451,While Purrl Living in Town,,pic of Purrl,たまのしゃしん,foto de Wanda,foto de Wanda,photo de Perle,photo de Perle,Foto von Franka,foto di Felidia,타마 사진,1.0,2F0F,31B7,brm_cat07,,,Purrl's photo,,Purrl's pic
Queenie's pic,,,Villagers,10,451,While Queenie Living in Town,,pic of Queenie,タキュのしゃしん,foto de Marujita,foto de Marujita,photo de Reine,photo de Reine,Foto von Isabella,foto di Regina,택주 사진,1.0,2FCE,3298,brm_ost00,,,Queenie's photo,,Queenie's pic
Quillson's pic,,,Villagers,10,451,While Quillson Living in Town,,pic of Quillson,タックンのしゃしん,foto de Cuálter,foto de Cuálter,photo de Narcisse,photo de Narcisse,Foto von Quentin,foto di Verdonio,덕근 사진,1.0,2F61,3216,brm_duk17,,,Quillson's photo,,Quillson's pic
Raddle's pic,,,Villagers,10,451,While Raddle Living in Town,,pic of Raddle,カックンのしゃしん,foto de Radiolo,foto de Radiolo,photo de Fabien,photo de Fabien,Foto von Sani,foto di Massimo,개군 사진,1.4,-,322F,brm_flg15,,,Raddle's photo,,Raddle's pic
Rasher's pic,,,Villagers,10,451,While Rasher Living in Town,,pic of Rasher,グレオのしゃしん,foto de Curtis,foto de Curtis,photo de Salami,photo de Salami,Foto von Ede,foto di Broncio,글레이 사진,1.0,2FEB,32BA,brm_pig02,,,Rasher's photo,,Rasher's pic
Redd's pic,,,Redd amiibo gift,10,499,-,,pic of Redd,つねきちのしゃしん,foto de Ladino,foto de Ladino,photo de Rounard,photo de Rounard,Foto von Reiner,foto di Volpolo,여욱 사진,1.4,-,331F,int_bromide_fox,,,Redd's photo,,-
Reese's pic,,,Reese amiibo gift,10,499,-,,pic of Reese,リサのしゃしん,foto de Paca,foto de Paca,photo de Risette,photo de Risette,Foto von Rosina,foto di Alpaca,리사 사진,1.4,-,3317,int_bromide_alw,,,Reese's photo,,-
Renée's pic,,,Villagers,10,451,While Renée Living in Town,,pic of Renée,おさいのしゃしん,foto de Rina,foto de Rina,photo de Rina,photo de Rina,Foto von Ilona,foto di Renata,뿔님이 사진,1.0,300B,32E2,brm_rhn08,,,Renée's photo,,Renée's pic
Resetti's pic,,,Resetti,10,499,-,,pic of Resetti,リセットさんのしゃしん,foto de Rese T.,foto de Rese T.,photo de Resetti,photo de Resetti,Foto von Resetti,foto di Resetti,도루묵씨 사진,1.0,3037,332C,int_bromide_mol,,,Resetti's photo,,-
Rex's pic,,,Villagers,10,451,While Rex Living in Town,,pic of Rex,サンデーのしゃしん,foto de Leoncio,foto de Leoncio,photo de Léo,photo de Léo,Foto von Rex,foto di Rex,렉스 사진,1.4,-,3278,brm_lon02,,,Rex's photo,,Rex's pic
Rhonda's pic,,,Villagers,10,451,While Rhonda Living in Town,,pic of Rhonda,ユメコのしゃしん,foto de Ronda,foto de Ronda,photo de Renée,photo de Renée,Foto von Regina,foto di Roby,론다 사진,1.0,3009,32DE,brm_rhn01,,,Rhonda's photo,,Rhonda's pic
Ribbot's pic,,,Villagers,10,451,While Ribbot Living in Town,,pic of Ribbot,ガチャのしゃしん,foto de Ranobot,foto de Ranobot,photo de Crabot,photo de Crabot,Foto von Robbi,foto di Ranabot,철컥 사진,1.0,2F6B,3223,brm_flg01,,,Ribbot's photo,,Ribbot's pic
Ricky's pic,,,Villagers,10,451,While Ricky Living in Town,,pic of Ricky,カジロウのしゃしん,foto de Altramuz,foto de Altramuz,photo de Rocky,photo de Rocky,Foto von Ronny,foto di Sberlo,갈가리 사진,1.0,3020,32FA,brm_squ10,,,Ricky's photo,,Ricky's pic
Rilla's pic,,,Villagers,10,451,While Rilla Living in Town,,pic of Rilla,リラのしゃしん,foto de Rila,foto de Rila,photo de Rilla,photo de Rilla,Foto von Rilla,foto di Rilla,릴라 사진,1.4,-,3244,brm_gor11,,,Rilla's photo,,Rilla's pic
Rizzo's pic,,,Villagers,10,451,While Rizzo Living in Town,,pic of Rizzo,ちょろきちのしゃしん,foto de Ratolón,foto de Ratolón,photo de Sourizzi,photo de Sourizzi,Foto von Ricky,foto di Rizzo,조르쥐 사진,1.0,2FC3,328C,brm_mus09,,,Rizzo's photo,,Rizzo's pic
Roald's pic,,,Villagers,10,451,While Roald Living in Town,,pic of Roald,ペンタのしゃしん,foto de Bobi,foto de Bobi,photo de Reynald,photo de Reynald,Foto von Roland,foto di Angelino,펭수 사진,1.0,2FDE,32AC,brm_pgn01,,,Roald's photo,,Roald's pic
Robin's pic,,,Villagers,10,451,While Robin Living in Town,,pic of Robin,パーチクのしゃしん,foto de Aria,foto de Aria,photo de Robie,photo de Robie,Foto von Jule,foto di Rossana,파틱 사진,1.0,2EFA,319D,brm_brd01,,,Robin's photo,,Robin's pic
Rocco's pic,,,Villagers,10,451,While Rocco Living in Town,,pic of Rocco,ゴンザレスのしゃしん,foto de Roco,foto de Roco,photo de Bebel,photo de Bebel,Foto von Richi,foto di Rocco,곤잘레스 사진,1.0,2F8E,324E,brm_hip00,,,Rocco's photo,,Rocco's pic
Rocket's pic,,,Villagers,10,451,While Rocket Living in Town,,pic of Rocket,4ごうのしゃしん,foto de Gloria,foto de Gloria,photo de Gertrude,photo de Gertrude,Foto von Katrin,foto di Kinga,4호 사진,1.0,2F84,3242,brm_gor09,,,Rocket's photo,,Rocket's pic
Rod's pic,,,Villagers,10,451,While Rod Living in Town,,pic of Rod,ジャンのしゃしん,foto de Rodi,foto de Rodi,photo de Marcel,photo de Marcel,Foto von Manni,foto di Riccardo,쟝 사진,1.0,2FC2,328A,brm_mus05,,,Rod's photo,,Rod's pic
Rodeo's pic,,,Villagers,10,451,While Rodeo Living in Town,,pic of Rodeo,ロデオのしゃしん,foto de Rodeo,foto de Rodeo,photo de Flèche,photo de Flèche,Foto von Toro,foto di Rodeo,로데오 사진,1.0,2F04,31AB,brm_bul01,,,Rodeo's photo,,Rodeo's pic
Rodney's pic,,,Villagers,10,451,While Rodney Living in Town,,pic of Rodney,ジミーのしゃしん,foto de Chusquis,foto de Chusquis,photo de Chico,photo de Chico,Foto von Reinhold,foto di Rosikkio,지미 사진,1.0,2F89,3248,brm_ham03,,,Rodney's photo,,Rodney's pic
Rolf's pic,,,Villagers,10,451,While Rolf Living in Town,,pic of Rolf,チョモランのしゃしん,foto de Albino,foto de Albino,photo de Ralf,photo de Ralf,Foto von Boris,foto di Rolf,호랭이 사진,1.0,3026,3304,brm_tig00,,,Rolf's photo,,Rolf's pic
Rooney's pic,,,Villagers,10,451,While Rooney Living in Town,,pic of Rooney,マイクのしゃしん,foto de Cerillo,foto de Cerillo,photo de Mike,photo de Mike,Foto von Robert,foto di Balzak,마이크 사진,1.0,2FAE,3274,brm_kgr09,,,Rooney's photo,,Rooney's pic
Rory's pic,,,Villagers,10,451,While Rory Living in Town,,pic of Rory,アーサーのしゃしん,foto de Rogelio,foto de Rogelio,photo d'Hercule,photo d'Hercule,Foto von Leon,foto di Ruggero,아더 사진,1.0,2FB3,327B,brm_lon07,,,Rory's photo,,Rory's pic
Roscoe's pic,,,Villagers,10,451,While Roscoe Living in Town,,pic of Roscoe,シュバルツのしゃしん,foto de Jereza,foto de Jereza,photo de Rosco,photo de Rosco,Foto von Jolly,foto di Roscoe,슈베르트 사진,1.0,2F98,3259,brm_hrs04,,,Roscoe's photo,,Roscoe's pic
Rosie's pic,,,Villagers,10,451,While Rosie Living in Town,,pic of Rosie,ブーケのしゃしん,foto de Minina,foto de Minina,photo de Rosie,photo de Rosie,Foto von Sophie,foto di Grinfia,부케 사진,1.0,2F0A,31B2,brm_cat02,,,Rosie's photo,,Rosie's pic
Rover's pic,,,Rover amiibo gift,10,499,-,,pic of Rover,みしらぬネコのしゃしん,foto de Fran,foto de Fran,photo de Charly,photo de Charly,Foto von Olli,foto di Girolamo,낯선고양이 사진,1.4,-,3341,int_bromide_xct,,,Rover's photo,,-
Rowan's pic,,,Villagers,10,451,While Rowan Living in Town,,pic of Rowan,ゴメスのしゃしん,foto de Miguelón,foto de Miguelón,photo de Marito,photo de Marito,Foto von Gisbert,foto di Ernesto,고메스 사진,1.0,3027,3305,brm_tig01,,,Rowan's photo,,Rowan's pic
Ruby's pic,,,Villagers,10,451,While Ruby Living in Town,,pic of Ruby,ルナのしゃしん,foto de Rubí,foto de Rubí,photo de Rubis,photo de Rubis,Foto von Rubina,foto di Rubina,루나 사진,1.0,2FFF,32D1,brm_rbt09,,,Ruby's photo,,Ruby's pic
Rudy's pic,,,Villagers,10,451,While Rudy Living in Town,,pic of Rudy,チャスのしゃしん,foto de Rufino,foto de Rufino,photo de Rougepif,photo de Rougepif,Foto von Heinz,foto di Gomitolo,찰스 사진,1.0,2F1C,31C4,brm_cat20,,,Rudy's photo,,Rudy's pic
Sable's pic,,,Sable amiibo gift,10,499,-,,pic of Sable,あさみのしゃしん,foto de Mili,foto de Mili,photo de Cousette,photo de Cousette,Foto von Sina,foto di Filomena,고옥이 사진,1.4,-,3323,int_bromide_hgs,,,Sable's photo,,-
Saharah's pic,,,Saharah amiibo gift,10,499,-,,pic of Saharah,ローランのしゃしん,foto de Alcatifa,foto de Alcatifa,photo de Sarah,photo de Sarah,Foto von Aziza,foto di Sahara,사하라 사진,1.4,-,331D,int_bromide_cml,,,Saharah's photo,,-
Sally's pic,,,Villagers,10,451,While Sally Living in Town,,pic of Sally,ララミーのしゃしん,foto de Praliné,foto de Praliné,photo de Damia,photo de Damia,Foto von Hanne,foto di Rossella,라라미 사진,1.0,301D,32F7,brm_squ07,,,Sally's photo,,Sally's pic
Samson's pic,,,Villagers,10,451,While Samson Living in Town,,pic of Samson,ピースのしゃしん,foto de Sansón,foto de Sansón,photo de Samson,photo de Samson,Foto von Samson,foto di Sansone,피스 사진,1.0,2FC1,3289,brm_mus04,,,Samson's photo,,Samson's pic
Sandy's pic,,,Villagers,10,451,While Sandy Living in Town,,pic of Sandy,ランのしゃしん,foto de Priscila,foto de Priscila,photo d'Ottie,photo d'Ottie,Foto von Senta,foto di Alessia,샌디 사진,1.4,-,329A,brm_ost02,,,Sandy's photo,,Sandy's pic
Savannah's pic,,,Villagers,10,451,While Savannah Living in Town,,pic of Savannah,サバンナのしゃしん,foto de Sabana,foto de Sabana,photo de Savana,photo de Savana,Foto von Zara,foto di Savannah,사반나 사진,1.0,2F96,3257,brm_hrs02,,,Savannah's photo,,Savannah's pic
Scoot's pic,,,Villagers,10,451,While Scoot Living in Town,,pic of Scoot,マモルのしゃしん,foto de Chema,foto de Chema,photo de Scooter,photo de Scooter,Foto von Helmut,foto di Guizzo,지키미 사진,1.0,2F5D,3210,brm_duk10,,,Scoot's photo,,Scoot's pic
Shari's pic,,,Villagers,10,451,While Shari Living in Town,,pic of Shari,シェリーのしゃしん,foto de Montse,foto de Montse,photo de Luna,photo de Luna,Foto von Uta,foto di Ninì,젤리 사진,1.0,2FBB,3283,brm_mnk07,,,Shari's photo,,Shari's pic
Sheldon's pic,,,Villagers,10,451,While Sheldon Living in Town,,pic of Sheldon,クリスのしゃしん,foto de Matracas,foto de Matracas,photo de Roy,photo de Roy,Foto von Steffen,foto di Frugolo,크리스 사진,1.0,3023,32FF,brm_squ16,,,Sheldon's photo,,Sheldon's pic
Shep's pic,,,Villagers,10,451,While Shep Living in Town,,pic of Shep,ボブのしゃしん,foto de Fleco,foto de Fleco,photo de Mehdi,photo de Mehdi,Foto von Thomas,foto di Frangino,밥 사진,1.0,2F52,3205,brm_dog18,,,Shep's photo,,Shep's pic
Shrunk's pic,,,Shrunk amiibo gift,10,499,-,,pic of Shrunk,ししょーのしゃしん,foto de Dr. Sito,foto de Dr. Sito,photo de Ciboulot,photo de Ciboulot,Foto von Samselt,foto di Strizzo,스승 사진,1.4,-,3340,int_bromide_upa,,,Shrunk's photo,,-
Simon's pic,,,Villagers,10,451,While Simon Living in Town,,pic of Simon,エテキチのしゃしん,foto de Simón,foto de Simón,photo de Simon,photo de Simon,Foto von Simon,foto di Simon,시몬 사진,1.0,2FB6,327E,brm_mnk02,,,Simon's photo,,Simon's pic
Skye's pic,,,Villagers,10,451,While Skye Living in Town,,pic of Skye,リリィのしゃしん,foto de Alderia,foto de Alderia,photo de Marilou,photo de Marilou,Foto von Sabine,foto di Lupilla,릴리 사진,1.0,3032,3313,brm_wol09,,,Skye's photo,,Skye's pic
Sly's pic,,,Villagers,10,451,While Sly Living in Town,,pic of Sly,ハイドのしゃしん,foto de Estallón,foto de Estallón,photo de Chuck,photo de Chuck,Foto von Steve,foto di Driberto,하이드 사진,1.0,2F38,31E8,brm_crd06,,,Sly's photo,,Sly's pic
Snake's pic,,,Villagers,10,451,While Snake Living in Town,,pic of Snake,モモチのしゃしん,foto de Rayo,foto de Rayo,photo de Jeannot,photo de Jeannot,Foto von Philip,foto di Razzo,닌토 사진,1.0,2FF9,32CB,brm_rbt03,,,Snake's photo,,Snake's pic
Snooty's pic,,,Villagers,10,451,While Snooty Living in Town,,pic of Snooty,こまちのしゃしん,foto de Rosanari,foto de Rosanari,photo de Tarina,photo de Tarina,Foto von Hilde,foto di Lucrezia,스누티 사진,1.4,-,318B,brm_ant06,,,Snooty's photo,,Snooty's pic
Soleil's pic,,,Villagers,10,451,While Soleil Living in Town,,pic of Soleil,シャンティのしゃしん,foto de Soraya,foto de Soraya,photo de Stella,photo de Stella,Foto von Samira,foto di Cettina,샨티 사진,1.0,2F8A,3249,brm_ham04,,,Soleil's photo,,Soleil's pic
Sparro's pic,,,Villagers,10,451,While Sparro Living in Town,,pic of Sparro,ちゅんのすけのしゃしん,foto de Jaime,foto de Jaime,photo de Darius,photo de Darius,Foto von Nestor,foto di Piumardo,춘섭 사진,1.0,2F02,31A8,brm_brd18,,,Sparro's photo,,Sparro's pic
